iter	MAE
152	202.6496748
153	202.4401034
154	202.1299995
155	201.8892331
156	201.536387
157	201.2542002
158	200.9837536
159	200.686032
160	200.4739158
161	200.057731
162	199.6752619
163	199.267694
164	199.0085008
165	198.8702633
166	198.6745127
167	198.265129
168	198.0506682
169	197.8797691
170	196.9446641
171	196.7319535
172	196.1108327
173	195.5824272
174	195.0660861
175	194.7552967
176	194.4923842
177	194.1564323
178	193.9465086
179	193.7507054
180	193.4058635
181	193.1474582
182	192.7604599
183	192.3608478
184	192.0702234
185	191.9286049
186	191.710409
187	191.2490833
188	191.0713267
189	190.8822192
190	190.806713
191	190.5214907
192	190.2695181
193	190.0043259
194	189.7343309
195	189.6611866
196	189.3047568
197	188.9339387
198	188.7754378
199	188.6834622
200	188.5910286
201	188.4294982
202	187.5704579
203	187.1165465
204	186.9066094
205	186.6617229
206	186.3522369
207	186.2094679
208	186.0098273
209	185.733837
210	185.4665348
211	185.1634192
212	184.6593242
213	184.488621
214	184.3639494
215	183.9564613
216	183.8697545
217	183.6036472
218	183.0536789
219	182.627317
220	182.3094327
221	182.0907324
222	181.8690432
223	181.7536669
224	181.612349
225	181.4613058
226	181.2987424
227	181.1000802
228	180.8016179
229	180.6731681
230	180.3047812
231	179.858129
232	179.5878946
233	179.1401853
234	178.7535164
235	178.6243043
236	178.3274326
237	178.1317407
238	177.8010739
239	177.4714178
240	177.0652653
241	176.6798733
242	176.4052576
243	176.1894118
244	175.9156115
245	175.5391098
246	175.402412
247	175.2387436
248	175.0750495
249	174.9181546
250	174.747177
251	174.5010806
252	174.2298503
253	174.0616351
254	173.8844211
255	173.5757538
256	173.217534
257	173.0402823
258	172.8787694
259	172.698402
260	172.4489289
261	172.1791227
262	172.0039583
263	171.741357
264	171.3872828
265	171.0831404
266	170.9344502
267	170.8311343
268	170.7144911
269	170.4326332
270	169.9406384
271	169.6629759
272	169.5076801
273	169.2967744
274	168.9526173
275	168.7302943
276	168.5617613
277	168.4195409
278	168.1483948
279	167.8629648
280	167.649133
281	167.4231275
282	167.1534807
283	166.9563445
284	166.6046074
285	166.406019
286	166.2933794
287	166.0757712
288	165.9747716
289	165.8560437
290	165.638412
291	165.4430334
292	164.8617709
293	164.7186205
294	164.5884314
295	164.4773571
296	164.1168934
297	163.1138488
298	162.1538829
299	161.8797
300	161.7591155
301	161.4535413
302	161.3089871
303	161.0744775
304	160.9469598
305	160.6924882
306	160.6229652
307	160.3193884
308	160.1494017
309	159.9861581
310	159.8088489
311	159.6004358
312	159.4502606
313	159.261874
314	159.167338
315	158.3673691
316	158.2240597
317	157.9318175
318	157.7475818
319	157.5817108
320	157.2863427
321	156.7518977
322	156.5805778
323	156.354233
324	156.1266856
325	155.9789092
326	155.6326786
327	155.5143838
328	155.1100577
329	154.8819576
330	154.7615103
331	154.5769971
332	154.3191872
333	154.1906152
334	153.8765205
335	153.6194941
336	153.1145005
337	152.8254897
338	152.5650543
339	152.260592
340	152.161721
341	151.9819489
342	151.7739629
343	151.5313031
344	151.2371378
345	151.0621344
346	150.8175266
347	150.5505758
348	150.2130156
349	149.8609363
350	149.7239168
351	149.4663832
352	149.123092
353	148.9485675
354	148.6745944
355	148.5543847
356	148.4773934
357	148.0881858
358	147.7962278
359	147.2712775
360	147.0573009
361	146.8800376
362	146.6638212
363	146.4814234
364	146.1819483
365	145.8858236
366	145.5896753
367	145.3685224
368	145.1656912
369	144.6859934
370	144.4091875
371	144.248816
372	144.0103216
373	143.6861029
374	143.5294336
375	143.2864799
376	143.0105797
377	142.79598
378	142.5261189
379	142.3510226
380	142.1626388
381	141.9783294
382	141.6922565
383	141.3370131
384	141.1403298
385	140.9485802
386	140.7591355
387	140.5667414
388	140.3279541
389	140.0739444
390	139.842431
391	139.6993115
392	139.4308365
393	139.273921
394	139.2155989
395	138.9406605
396	138.7488898
397	138.4608156
398	137.975305
399	137.7493494
400	137.5023308
401	136.9916617
402	136.8142205
403	136.5808763
404	136.3460755
405	136.1473547
406	135.8892822
407	135.5515838
408	135.3554684
409	135.1689576
410	134.8747269
411	134.769431
412	134.4765513
413	134.303429
414	133.9639749
415	133.7905275
416	133.5219291
417	133.3505161
418	132.7857669
419	132.552763
420	132.3708381
421	132.2768877
422	132.0940597
423	131.9322899
424	131.7938994
425	131.5633103
426	131.2370692
427	131.0245247
428	130.8471978
429	130.7242157
430	130.5462897
431	130.4058341
432	130.2172834
433	129.8676807
434	129.7397592
435	129.5727743
436	129.4412769
437	129.1962466
438	129.0327642
439	128.8090521
440	128.6585344
441	128.3752119
442	128.2087581
443	127.8523559
444	127.6812521
445	127.4516383
446	127.3455173
447	127.1449961
448	126.8876281
449	126.558726
450	126.2603837
451	126.0518877
452	125.7893299
453	125.6663721
454	125.5701134
455	125.3848376
456	125.2956049
457	125.1558935
458	124.9925625
459	124.89579
460	124.691863
461	124.2665045
462	123.7755617
463	123.6409199
464	123.5428338
465	123.2490757
466	123.0574524
467	122.8819418
468	122.7637512
469	122.6704612
470	122.540605
471	122.3966196
472	122.2956174
473	122.0205365
474	121.9385911
475	121.7827415
476	121.6212486
477	121.4858877
478	121.3130853
479	121.2407945
480	121.164039
481	121.0243865
482	120.8560662
483	120.7393207
484	120.4677769
485	120.3024209
486	120.1828596
487	119.8270689
488	119.6821706
489	119.4852895
490	119.3513384
491	119.1206501
492	118.9918353
493	118.8199502
494	118.7422848
495	118.5948936
496	118.4186813
497	118.2861365
498	118.1089572
499	117.9394845
500	117.7805511
501	117.6861267
502	117.5722726
503	117.4270106
504	117.10552
505	116.8125349
506	116.6895898
507	116.4912475
508	116.2907942
509	116.1450889
510	116.0720182
511	115.9007069
512	115.7727352
513	115.674227
514	115.5200758
515	115.3912194
516	115.2896655
517	115.1482168
518	114.9794024
519	114.8922649
520	114.8508031
521	114.2738668
522	114.2099492
523	114.0315123
524	113.8671284
525	113.7255833
526	113.1379946
527	112.748788
528	112.673802
529	112.3531675
530	112.1944157
531	112.0938252
532	111.5291991
533	111.2644641
534	111.1754383
535	111.0350992
536	110.6283172
537	110.5287237
538	110.3925395
539	110.2523796
540	110.201988
541	110.0780897
542	109.9812217
543	109.8914574
544	109.8203442
545	109.6711718
546	109.5888743
547	109.4605932
548	109.1780555
549	109.0587051
550	108.8223206
551	108.6824705
552	108.5687555
553	108.4663359
554	108.3455255
555	108.1118575
556	107.9628081
557	107.8614243
558	107.7559304
559	107.5137978
560	107.3007357
561	107.1582449
562	106.9996815
563	106.8217824
564	106.6331712
565	106.3377227
566	105.9589011
567	105.8648306
568	105.8207293
569	105.7397591
570	105.6115194
571	105.4372533
572	105.3349939
573	105.1999755
574	105.0921078
575	104.7393671
576	104.370971
577	104.0333459
578	103.9588904
579	103.8944642
580	103.7570654
581	103.7138075
582	103.5916377
583	103.2950018
584	103.2134584
585	103.1534165
586	103.0580928
587	102.9656724
588	102.8455149
589	102.7186809
590	102.6523874
591	102.6072588
592	102.5227968
593	102.4397079
594	102.3787006
595	102.206176
596	102.11639
597	102.0336511
598	101.8235248
599	101.5975531
600	101.2949925
601	101.2381892
602	101.1782545
603	101.1451256
604	100.9548671
605	100.8546559
606	100.7518791
607	100.617848
608	100.5467838
609	100.3416888
610	100.239702
611	100.1776796
612	100.0116692
613	99.92589319
614	99.80371876
615	99.67869191
616	99.60291816
617	99.48644137
618	99.41151439
619	99.23903363
620	99.15788724
621	99.019783
622	98.90570583
623	98.82427739
624	98.76860559
625	98.68945428
626	98.5843123
627	98.51447192
628	98.40807994
629	98.28712926
630	98.24787612
631	98.19397966
632	98.09970419
633	97.98864058
634	97.92487477
635	97.88150091
636	97.79376318
637	97.72976548
638	97.59432524
639	97.44450168
640	97.32504735
641	97.14204654
642	96.99038963
643	96.93014498
644	96.82890327
645	96.80533242
646	96.76182755
647	96.6978553
648	96.64177316
649	96.55527474
650	96.45996678
651	96.32125455
652	96.20521876
653	96.14536877
654	96.03275899
655	95.96716154
656	95.88372134
657	95.78807086
658	95.73665981
659	95.64649803
660	95.57968879
661	95.51200585
662	95.45164104
663	95.38243036
664	95.33953716
665	95.18152145
666	95.12670056
667	95.0723442
668	95.00102762
669	94.93324959
670	94.88214522
671	94.68962914
672	94.60197192
673	94.53170945
674	94.47411641
675	94.39102909
676	94.3111099
677	94.19948916
678	94.14730777
679	94.04069547
680	93.95411452
681	93.71152056
682	93.62864424
683	93.58549656
684	93.47883706
685	93.33046291
686	93.18384826
687	93.04048063
688	92.90149486
689	92.82226468
690	92.71292863
691	92.53004027
692	92.40744769
693	92.32829594
694	92.19966709
695	92.1012253
696	91.92749001
697	91.86345956
698	91.79525433
699	91.69160309
700	91.63409342
701	91.50483918
702	91.43052935
703	91.35074608
704	91.25663492
705	91.12015045
706	91.05861018
707	90.99471614
708	90.94754919
709	90.85235446
710	90.77242969
711	90.65051142
712	90.57880819
713	90.48316054
714	90.38705533
715	90.29728143
716	90.25250437
717	90.13371092
718	90.09714136
719	90.03232565
720	89.92999783
721	89.8257699
722	89.6839178
723	89.62018785
724	89.57491488
725	89.48832997
726	89.44530441
727	89.3935961
728	89.3403754
729	89.2835529
730	89.23261123
731	89.14990129
732	89.08029839
733	89.00515928
734	88.95032648
735	88.88887324
736	88.83586535
737	88.77592729
738	88.70314233
739	88.67044867
740	88.6047973
741	88.56222241
742	88.46070383
743	88.41844482
744	88.31803406
745	88.27969371
746	88.19086245
747	88.10809396
748	88.00750835
749	87.91832527
750	87.8387766
751	87.76569528
752	87.72430268
753	87.55150031
754	87.50141701
755	87.38626046
756	87.314941
757	87.23041814
758	87.15020854
759	87.06032566
760	86.93237623
761	86.88208413
762	86.79116853
763	86.75908192
764	86.64603164
765	86.56854905
766	86.53273931
767	86.46321091
768	86.39842291
769	86.34244491
770	86.26995622
771	86.17912595
772	86.07276082
773	85.94618268
774	85.90062152
775	85.86725334
776	85.85472367
777	85.84081407
778	85.77504296
779	85.70587194
780	85.60119756
781	85.56690919
782	85.53501286
783	85.48313758
784	85.46798485
785	85.42074432
