date,day_of_week,school_visitors,public_visitors,total_visitors,extra,opening_hours
2017-06-17,sobota,0.0,556.0,556.0,,
2017-06-18,neděle,0.0,217.0,217.0,,
2017-06-19,pondělí,527.0,245.0,772.0,,
2017-06-20,úterý,429.0,220.0,649.0,,
2017-06-21,středa,589.0,211.0,800.0,,
2017-06-22,čtvrtek,519.0,256.0,775.0,,
2017-06-23,pátek,437.0,226.0,663.0,,
2017-06-24,sobota,0.0,208.0,208.0,,
2017-06-25,neděle,0.0,197.0,197.0,,
2017-06-26,pondělí,271.0,277.0,548.0,,
2017-06-27,úterý,374.0,290.0,664.0,,
2017-06-28,středa,358.0,145.0,503.0,,
2017-06-29,čtvrtek,282.0,346.0,628.0,,
2017-06-30,pátek,46.0,250.0,296.0,,
2017-07-01,sobota,0.0,583.0,583.0,,
2017-07-02,neděle,0.0,480.0,480.0,,
2017-07-03,pondělí,0.0,452.0,452.0,,
2017-07-04,úterý,80.0,577.0,657.0,,
2017-07-05,středa,0.0,556.0,556.0,,
2017-07-06,čtvrtek,0.0,491.0,491.0,,
2017-07-07,pátek,0.0,838.0,838.0,,
2017-07-08,sobota,0.0,435.0,435.0,,
2017-07-09,neděle,0.0,211.0,211.0,,
2017-07-10,pondělí,0.0,456.0,456.0,,
2017-07-11,úterý,0.0,1044.0,1044.0,,
2017-07-12,středa,50.0,933.0,983.0,,
2017-07-13,čtvrtek,81.0,544.0,625.0,,
2017-07-14,pátek,0.0,458.0,458.0,,
2017-07-15,sobota,0.0,1269.0,1269.0,,
2017-07-16,neděle,0.0,446.0,446.0,,
2017-07-17,pondělí,0.0,593.0,593.0,,
2017-07-18,úterý,0.0,591.0,591.0,,
2017-07-19,středa,45.0,597.0,642.0,,
2017-07-20,čtvrtek,0.0,511.0,511.0,,
2017-07-21,pátek,23.0,425.0,448.0,,
2017-07-22,sobota,0.0,529.0,529.0,,
2017-07-23,neděle,0.0,735.0,735.0,,
2017-07-24,pondělí,0.0,888.0,888.0,,
2017-07-25,úterý,27.0,1419.0,1446.0,,
2017-07-26,středa,0.0,1826.0,1826.0,,
2017-07-27,čtvrtek,0.0,1288.0,1288.0,,
2017-07-28,pátek,0.0,880.0,880.0,,
2017-07-29,sobota,0.0,519.0,519.0,,
2017-07-30,neděle,0.0,396.0,396.0,,
2017-07-31,pondělí,0.0,430.0,430.0,,
2017-08-01,úterý,0.0,682.0,682.0,,
2017-08-02,středa,0.0,556.0,556.0,,
2017-08-03,čtvrtek,0.0,741.0,741.0,,
2017-08-04,pátek,0.0,667.0,667.0,,
2017-08-05,sobota,0.0,508.0,508.0,,
2017-08-06,neděle,0.0,439.0,439.0,,
2017-08-07,pondělí,0.0,456.0,456.0,,
2017-08-08,úterý,0.0,500.0,500.0,,
2017-08-09,středa,0.0,928.0,928.0,,
2017-08-10,čtvrtek,0.0,1213.0,1213.0,,
2017-08-11,pátek,20.0,1748.0,1768.0,,
2017-08-12,sobota,0.0,933.0,933.0,,
2017-08-13,neděle,0.0,653.0,653.0,,
2017-08-14,pondělí,0.0,503.0,503.0,,
2017-08-15,úterý,0.0,515.0,515.0,,
2017-08-16,středa,0.0,1626.0,1626.0,,
2017-08-17,čtvrtek,0.0,674.0,674.0,,
2017-08-18,pátek,0.0,562.0,562.0,,
2017-08-19,sobota,0.0,1339.0,1339.0,,
2017-08-20,neděle,0.0,497.0,497.0,,
2017-08-21,pondělí,0.0,614.0,614.0,,
2017-08-22,úterý,0.0,707.0,707.0,,
2017-08-23,středa,0.0,578.0,578.0,,
2017-08-24,čtvrtek,4.0,479.0,483.0,,
2017-08-25,pátek,0.0,440.0,440.0,,
2017-08-26,sobota,0.0,505.0,505.0,,
2017-08-27,neděle,0.0,353.0,353.0,,
2017-08-28,pondělí,0.0,409.0,409.0,,
2017-08-29,úterý,0.0,474.0,474.0,,
2017-08-30,středa,0.0,309.0,309.0,,
2017-08-31,čtvrtek,0.0,598.0,598.0,,
2017-09-01,pátek,0.0,1152.0,1152.0,,
2017-09-02,sobota,0.0,1093.0,1093.0,,
2017-09-03,neděle,0.0,495.0,495.0,,
2017-09-04,pondělí,0.0,97.0,97.0,,
2017-09-05,úterý,50.0,38.0,88.0,,
2017-09-06,středa,17.0,67.0,84.0,,
2017-09-07,čtvrtek,0.0,170.0,170.0,,
2017-09-08,pátek,97.0,79.0,176.0,,
2017-09-09,sobota,0.0,385.0,385.0,,
2017-09-10,neděle,0.0,557.0,557.0,,
2017-09-11,pondělí,0.0,259.0,259.0,,
2017-09-12,úterý,0.0,29.0,29.0,,
2017-09-13,středa,19.0,107.0,126.0,,
2017-09-14,čtvrtek,97.0,72.0,169.0,,
2017-09-15,pátek,118.0,81.0,199.0,,
2017-09-16,sobota,0.0,858.0,858.0,,
2017-09-17,neděle,0.0,417.0,417.0,,
2017-09-18,pondělí,129.0,40.0,169.0,,
2017-09-19,úterý,82.0,90.0,172.0,,
2017-09-20,středa,0.0,65.0,65.0,,
2017-09-21,čtvrtek,108.0,59.0,167.0,,
2017-09-22,pátek,55.0,65.0,120.0,,
2017-09-23,sobota,0.0,532.0,532.0,,
2017-09-24,neděle,0.0,469.0,469.0,,
2017-09-25,pondělí,78.0,64.0,142.0,,
2017-09-26,úterý,38.0,23.0,61.0,,
2017-09-27,středa,45.0,32.0,77.0,,
2017-09-28,čtvrtek,0.0,506.0,506.0,,
2017-09-29,pátek,206.0,477.0,683.0,,
2017-09-30,sobota,0.0,516.0,516.0,,
2017-10-01,neděle,0.0,544.0,544.0,,
2017-10-02,pondělí,16.0,258.0,274.0,,
2017-10-03,úterý,148.0,124.0,272.0,,
2017-10-04,středa,307.0,60.0,367.0,,
2017-10-05,čtvrtek,171.0,104.0,275.0,,
2017-10-06,pátek,132.0,666.0,798.0,,
2017-10-07,sobota,0.0,763.0,763.0,,
2017-10-08,neděle,0.0,695.0,695.0,,
2017-10-09,pondělí,23.0,35.0,58.0,,
2017-10-10,úterý,258.0,88.0,346.0,,
2017-10-11,středa,0.0,232.0,232.0,,
2017-10-12,čtvrtek,177.0,215.0,392.0,,
2017-10-13,pátek,131.0,66.0,197.0,,
2017-10-14,sobota,0.0,506.0,506.0,,
2017-10-15,neděle,0.0,316.0,316.0,,
2017-10-16,pondělí,99.0,197.0,296.0,,
2017-10-17,úterý,267.0,107.0,374.0,,
2017-10-18,středa,181.0,32.0,213.0,,
2017-10-19,čtvrtek,70.0,106.0,176.0,,
2017-10-20,pátek,66.0,136.0,202.0,,
2017-10-21,sobota,0.0,859.0,859.0,,
2017-10-22,neděle,0.0,881.0,881.0,,
2017-10-23,pondělí,150.0,106.0,256.0,,
2017-10-24,úterý,196.0,178.0,374.0,,
2017-10-25,středa,163.0,119.0,282.0,,
2017-10-26,čtvrtek,40.0,997.0,1037.0,,
2017-10-27,pátek,35.0,1743.0,1778.0,,
2017-10-28,sobota,0.0,5768.0,5768.0,,
2017-10-29,neděle,0.0,864.0,864.0,,
2017-10-30,pondělí,18.0,149.0,167.0,,
2017-10-31,úterý,177.0,172.0,349.0,,
2017-11-01,středa,143.0,218.0,361.0,,
2017-11-02,čtvrtek,146.0,96.0,242.0,,
2017-11-03,pátek,259.0,112.0,371.0,,
2017-11-04,sobota,26.0,1263.0,1289.0,,
2017-11-05,neděle,0.0,659.0,659.0,,
2017-11-06,pondělí,174.0,108.0,282.0,,
2017-11-07,úterý,257.0,60.0,317.0,,
2017-11-08,středa,101.0,141.0,242.0,,
2017-11-09,čtvrtek,286.0,141.0,427.0,,
2017-11-10,pátek,21.0,103.0,124.0,,
2017-11-11,sobota,67.0,1221.0,1288.0,,
2017-11-12,neděle,0.0,866.0,866.0,,
2017-11-13,pondělí,163.0,90.0,253.0,,
2017-11-14,úterý,301.0,69.0,370.0,,
2017-11-15,středa,229.0,71.0,300.0,,
2017-11-16,čtvrtek,391.0,128.0,519.0,,
2017-11-17,pátek,44.0,1403.0,1447.0,,
2017-11-18,sobota,0.0,1997.0,1997.0,,
2017-11-19,neděle,0.0,808.0,808.0,,
2017-11-20,pondělí,73.0,49.0,122.0,,
2017-11-21,úterý,290.0,84.0,374.0,,
2017-11-22,středa,192.0,266.0,458.0,,
2017-11-23,čtvrtek,144.0,83.0,227.0,,
2017-11-24,pátek,17.0,71.0,88.0,,
2017-11-25,sobota,37.0,1128.0,1165.0,,
2017-11-26,neděle,0.0,686.0,686.0,,
2017-11-27,pondělí,232.0,91.0,323.0,,
2017-11-28,úterý,146.0,84.0,230.0,,
2017-11-29,středa,205.0,51.0,256.0,,
2017-11-30,čtvrtek,295.0,75.0,370.0,,
2017-12-01,pátek,29.0,555.0,584.0,,
2017-12-02,sobota,0.0,513.0,513.0,,
2017-12-03,neděle,0.0,317.0,317.0,,
2017-12-04,pondělí,47.0,27.0,74.0,,
2017-12-05,úterý,284.0,60.0,344.0,,
2017-12-06,středa,133.0,72.0,205.0,,
2017-12-07,čtvrtek,122.0,171.0,293.0,,
2017-12-08,pátek,54.0,64.0,118.0,,
2017-12-09,sobota,0.0,651.0,651.0,,
2017-12-10,neděle,0.0,348.0,348.0,,
2017-12-11,pondělí,151.0,44.0,195.0,,
2017-12-12,úterý,296.0,118.0,414.0,,
2017-12-13,středa,224.0,54.0,278.0,,
2017-12-14,čtvrtek,297.0,61.0,358.0,,
2017-12-15,pátek,170.0,82.0,252.0,,
2017-12-16,sobota,6.0,438.0,444.0,,
2017-12-17,neděle,47.0,242.0,289.0,,
2017-12-18,pondělí,103.0,35.0,138.0,,
2017-12-19,úterý,515.0,82.0,597.0,,
2017-12-20,středa,335.0,66.0,401.0,,
2017-12-21,čtvrtek,203.0,94.0,297.0,,
2017-12-22,pátek,64.0,113.0,177.0,,
2017-12-23,sobota,0.0,168.0,168.0,,
2017-12-24,neděle,0.0,0.0,0.0,,zavřeno
2017-12-25,pondělí,0.0,0.0,0.0,,zavřeno
2017-12-26,úterý,0.0,261.0,261.0,,
2017-12-27,středa,0.0,780.0,780.0,,
2017-12-28,čtvrtek,22.0,949.0,971.0,,
2017-12-29,pátek,3.0,826.0,829.0,,
2017-12-30,sobota,0.0,1029.0,1029.0,,
2017-12-31,neděle,0.0,201.0,201.0,,
2018-01-01,pondělí,0.0,0.0,0.0,,zavřeno
2018-01-02,úterý,0.0,357.0,357.0,,
2018-01-03,středa,0.0,97.0,97.0,,
2018-01-04,čtvrtek,0.0,81.0,81.0,,
2018-01-05,pátek,0.0,120.0,120.0,,
2018-01-06,sobota,0.0,759.0,759.0,,
2018-01-07,neděle,0.0,575.0,575.0,,
2018-01-08,pondělí,77.0,50.0,127.0,,
2018-01-09,úterý,142.0,42.0,184.0,,
2018-01-10,středa,102.0,63.0,165.0,,
2018-01-11,čtvrtek,115.0,25.0,140.0,,
2018-01-12,pátek,0.0,71.0,71.0,,
2018-01-13,sobota,4.0,897.0,901.0,,
2018-01-14,neděle,0.0,547.0,547.0,,
2018-01-15,pondělí,50.0,34.0,84.0,,
2018-01-16,úterý,124.0,46.0,170.0,,
2018-01-17,středa,76.0,61.0,137.0,,
2018-01-18,čtvrtek,66.0,56.0,122.0,,
2018-01-19,pátek,75.0,78.0,153.0,,
2018-01-20,sobota,18.0,854.0,872.0,,
2018-01-21,neděle,0.0,298.0,298.0,,
2018-01-22,pondělí,27.0,36.0,63.0,,
2018-01-23,úterý,218.0,56.0,274.0,,
2018-01-24,středa,207.0,59.0,266.0,,
2018-01-25,čtvrtek,160.0,67.0,227.0,,
2018-01-26,pátek,124.0,115.0,239.0,,
2018-01-27,sobota,0.0,819.0,819.0,,
2018-01-28,neděle,0.0,538.0,538.0,,
2018-01-29,pondělí,79.0,79.0,158.0,,
2018-01-30,úterý,86.0,89.0,175.0,,
2018-01-31,středa,108.0,137.0,245.0,,
2018-02-01,čtvrtek,367.0,125.0,492.0,,
2018-02-02,pátek,0.0,744.0,744.0,,
2018-02-03,sobota,4.0,1051.0,1055.0,,
2018-02-04,neděle,0.0,545.0,545.0,,
2018-02-05,pondělí,27.0,186.0,213.0,,
2018-02-06,úterý,57.0,203.0,260.0,,
2018-02-07,středa,85.0,275.0,360.0,,
2018-02-08,čtvrtek,126.0,282.0,408.0,,
2018-02-09,pátek,0.0,260.0,260.0,,
2018-02-10,sobota,0.0,861.0,861.0,,
2018-02-11,neděle,0.0,527.0,527.0,,
2018-02-12,pondělí,61.0,153.0,214.0,,
2018-02-13,úterý,120.0,364.0,484.0,,
2018-02-14,středa,135.0,308.0,443.0,,
2018-02-15,čtvrtek,104.0,303.0,407.0,,
2018-02-16,pátek,11.0,285.0,296.0,,
2018-02-17,sobota,0.0,1169.0,1169.0,,
2018-02-18,neděle,0.0,653.0,653.0,,
2018-02-19,pondělí,35.0,384.0,419.0,,
2018-02-20,úterý,54.0,492.0,546.0,,
2018-02-21,středa,102.0,457.0,559.0,,
2018-02-22,čtvrtek,68.0,616.0,684.0,,
2018-02-23,pátek,41.0,497.0,538.0,,
2018-02-24,sobota,0.0,1150.0,1150.0,,
2018-02-25,neděle,0.0,783.0,783.0,,
2018-02-26,pondělí,29.0,107.0,136.0,,
2018-02-27,úterý,105.0,178.0,283.0,,
2018-02-28,středa,231.0,168.0,399.0,,
2018-03-01,čtvrtek,175.0,177.0,352.0,,
2018-03-02,pátek,41.0,170.0,211.0,,
2018-03-03,sobota,25.0,982.0,1007.0,,
2018-03-04,neděle,55.0,661.0,716.0,,
2018-03-05,pondělí,32.0,169.0,201.0,,
2018-03-06,úterý,86.0,205.0,291.0,,
2018-03-07,středa,99.0,263.0,362.0,,
2018-03-08,čtvrtek,142.0,276.0,418.0,,
2018-03-09,pátek,86.0,344.0,430.0,,
2018-03-10,sobota,0.0,1336.0,1336.0,,
2018-03-11,neděle,0.0,459.0,459.0,,
2018-03-12,pondělí,89.0,522.0,611.0,,
2018-03-13,úterý,114.0,487.0,601.0,,
2018-03-14,středa,157.0,518.0,675.0,,
2018-03-15,čtvrtek,204.0,507.0,711.0,,
2018-03-16,pátek,35.0,667.0,702.0,,
2018-03-17,sobota,50.0,1547.0,1597.0,,
2018-03-18,neděle,0.0,940.0,940.0,,
2018-03-19,pondělí,93.0,52.0,145.0,,
2018-03-20,úterý,122.0,53.0,175.0,,
2018-03-21,středa,96.0,101.0,197.0,,
2018-03-22,čtvrtek,363.0,152.0,515.0,,
2018-03-23,pátek,105.0,96.0,201.0,,
2018-03-24,sobota,65.0,1105.0,1170.0,,
2018-03-25,neděle,0.0,593.0,593.0,,
2018-03-26,pondělí,67.0,100.0,167.0,,
2018-03-27,úterý,103.0,98.0,201.0,,
2018-03-28,středa,227.0,215.0,442.0,,
2018-03-29,čtvrtek,4.0,637.0,641.0,,
2018-03-30,pátek,0.0,948.0,948.0,,
2018-03-31,sobota,0.0,2131.0,2131.0,,
2018-04-01,neděle,0.0,1230.0,1230.0,,
2018-04-02,pondělí,0.0,395.0,395.0,,
2018-04-03,úterý,155.0,68.0,223.0,,
2018-04-04,středa,185.0,75.0,260.0,,
2018-04-05,čtvrtek,208.0,144.0,352.0,,
2018-04-06,pátek,103.0,90.0,193.0,,
2018-04-07,sobota,0.0,438.0,438.0,,
2018-04-08,neděle,0.0,425.0,425.0,,
2018-04-09,pondělí,216.0,36.0,252.0,,
2018-04-10,úterý,0.0,0.0,0.0,,zavřeno
2018-04-11,středa,0.0,0.0,0.0,,zavřeno
2018-04-12,čtvrtek,0.0,0.0,0.0,,zavřeno
2018-04-13,pátek,250.0,189.0,439.0,,
2018-04-14,sobota,10.0,675.0,685.0,,
2018-04-15,neděle,0.0,389.0,389.0,,
2018-04-16,pondělí,258.0,131.0,389.0,,
2018-04-17,úterý,453.0,142.0,595.0,,
2018-04-18,středa,171.0,99.0,270.0,,
2018-04-19,čtvrtek,358.0,74.0,432.0,,
2018-04-20,pátek,75.0,49.0,124.0,,
2018-04-21,sobota,4.0,369.0,373.0,,
2018-04-22,neděle,0.0,251.0,251.0,,
2018-04-23,pondělí,97.0,42.0,139.0,,
2018-04-24,úterý,350.0,47.0,397.0,,
2018-04-25,středa,503.0,101.0,604.0,,
2018-04-26,čtvrtek,269.0,113.0,382.0,,
2018-04-27,pátek,132.0,90.0,222.0,,
2018-04-28,sobota,0.0,357.0,357.0,,
2018-04-29,neděle,0.0,292.0,292.0,,
2018-04-30,pondělí,329.0,449.0,778.0,,
2018-05-01,úterý,0.0,378.0,378.0,,
2018-05-02,středa,162.0,75.0,237.0,,
2018-05-03,čtvrtek,305.0,67.0,372.0,,
2018-05-04,pátek,175.0,81.0,256.0,,
2018-05-05,sobota,0.0,408.0,408.0,,
2018-05-06,neděle,20.0,396.0,416.0,,
2018-05-07,pondělí,199.0,563.0,762.0,,
2018-05-08,úterý,0.0,347.0,347.0,,
2018-05-09,středa,97.0,45.0,142.0,,
2018-05-10,čtvrtek,469.0,80.0,549.0,,
2018-05-11,pátek,150.0,98.0,248.0,,
2018-05-12,sobota,0.0,490.0,490.0,,
2018-05-13,neděle,0.0,246.0,246.0,,
2018-05-14,pondělí,141.0,254.0,395.0,,
2018-05-15,úterý,359.0,116.0,475.0,,
2018-05-16,středa,215.0,112.0,327.0,,
2018-05-17,čtvrtek,350.0,108.0,458.0,,
2018-05-18,pátek,58.0,56.0,114.0,,
2018-05-19,sobota,0.0,629.0,629.0,,
2018-05-20,neděle,0.0,386.0,386.0,,
2018-05-21,pondělí,317.0,88.0,405.0,,
2018-05-22,úterý,604.0,108.0,712.0,,
2018-05-23,středa,459.0,99.0,558.0,,
2018-05-24,čtvrtek,301.0,213.0,514.0,,
2018-05-25,pátek,153.0,140.0,293.0,,
2018-05-26,sobota,0.0,513.0,513.0,,
2018-05-27,neděle,0.0,185.0,185.0,,
2018-05-28,pondělí,248.0,52.0,300.0,,
2018-05-29,úterý,747.0,122.0,869.0,,
2018-05-30,středa,373.0,72.0,445.0,,
2018-05-31,čtvrtek,448.0,108.0,556.0,,
2018-06-01,pátek,359.0,139.0,498.0,,
2018-06-02,sobota,0.0,522.0,522.0,,
2018-06-03,neděle,41.0,193.0,234.0,,
2018-06-04,pondělí,459.0,79.0,538.0,,
2018-06-05,úterý,559.0,106.0,665.0,,
2018-06-06,středa,398.0,178.0,576.0,,
2018-06-07,čtvrtek,636.0,72.0,708.0,,
2018-06-08,pátek,137.0,90.0,227.0,,
2018-06-09,sobota,0.0,332.0,332.0,,
2018-06-10,neděle,0.0,261.0,261.0,,
2018-06-11,pondělí,438.0,66.0,504.0,,
2018-06-12,úterý,492.0,135.0,627.0,,
2018-06-13,středa,838.0,254.0,1092.0,,
2018-06-14,čtvrtek,733.0,126.0,859.0,,
2018-06-15,pátek,210.0,101.0,311.0,,
2018-06-16,sobota,12.0,408.0,420.0,,
2018-06-17,neděle,0.0,339.0,339.0,,
2018-06-18,pondělí,389.0,89.0,478.0,,
2018-06-19,úterý,836.0,130.0,966.0,,
2018-06-20,středa,675.0,168.0,843.0,,
2018-06-21,čtvrtek,523.0,131.0,654.0,,
2018-06-22,pátek,229.0,174.0,403.0,,
2018-06-23,sobota,0.0,1024.0,1024.0,,
2018-06-24,neděle,0.0,689.0,689.0,,
2018-06-25,pondělí,668.0,153.0,821.0,,
2018-06-26,úterý,887.0,790.0,1677.0,,
2018-06-27,středa,408.0,171.0,579.0,,
2018-06-28,čtvrtek,346.0,288.0,634.0,,
2018-06-29,pátek,27.0,207.0,234.0,,
2018-06-30,sobota,0.0,372.0,372.0,,
2018-07-01,neděle,0.0,322.0,322.0,,
2018-07-02,pondělí,0.0,399.0,399.0,,
2018-07-03,úterý,0.0,490.0,490.0,,
2018-07-04,středa,0.0,340.0,340.0,,
2018-07-05,čtvrtek,0.0,654.0,654.0,,
2018-07-06,pátek,0.0,1312.0,1312.0,,
2018-07-07,sobota,0.0,479.0,479.0,,
2018-07-08,neděle,0.0,213.0,213.0,,
2018-07-09,pondělí,0.0,331.0,331.0,,
2018-07-10,úterý,0.0,985.0,985.0,,
2018-07-11,středa,0.0,1108.0,1108.0,,
2018-07-12,čtvrtek,0.0,884.0,884.0,,
2018-07-13,pátek,0.0,421.0,421.0,,
2018-07-14,sobota,0.0,435.0,435.0,,
2018-07-15,neděle,0.0,279.0,279.0,,
2018-07-16,pondělí,0.0,473.0,473.0,,
2018-07-17,úterý,0.0,563.0,563.0,,
2018-07-18,středa,0.0,619.0,619.0,,
2018-07-19,čtvrtek,0.0,436.0,436.0,,
2018-07-20,pátek,19.0,426.0,445.0,,
2018-07-21,sobota,0.0,449.0,449.0,,
2018-07-22,neděle,0.0,802.0,802.0,,
2018-07-23,pondělí,0.0,770.0,770.0,,
2018-07-24,úterý,47.0,506.0,553.0,,
2018-07-25,středa,0.0,589.0,589.0,,
2018-07-26,čtvrtek,0.0,490.0,490.0,,
2018-07-27,pátek,0.0,698.0,698.0,,
2018-07-28,sobota,0.0,375.0,375.0,,
2018-07-29,neděle,0.0,288.0,288.0,,
2018-07-30,pondělí,0.0,451.0,451.0,,
2018-07-31,úterý,0.0,487.0,487.0,,
2018-08-01,středa,0.0,551.0,551.0,,
2018-08-02,čtvrtek,0.0,819.0,819.0,,
2018-08-03,pátek,0.0,502.0,502.0,,
2018-08-04,sobota,0.0,492.0,492.0,,
2018-08-05,neděle,0.0,555.0,555.0,,
2018-08-06,pondělí,0.0,430.0,430.0,,
2018-08-07,úterý,0.0,665.0,665.0,,
2018-08-08,středa,0.0,819.0,819.0,,
2018-08-09,čtvrtek,0.0,579.0,579.0,,
2018-08-10,pátek,0.0,981.0,981.0,,
2018-08-11,sobota,0.0,629.0,629.0,,
2018-08-12,neděle,0.0,462.0,462.0,,
2018-08-13,pondělí,0.0,460.0,460.0,,
2018-08-14,úterý,8.0,941.0,949.0,,
2018-08-15,středa,0.0,937.0,937.0,,
2018-08-16,čtvrtek,0.0,856.0,856.0,,
2018-08-17,pátek,0.0,598.0,598.0,,
2018-08-18,sobota,0.0,532.0,532.0,,
2018-08-19,neděle,0.0,408.0,408.0,,
2018-08-20,pondělí,0.0,444.0,444.0,,
2018-08-21,úterý,0.0,620.0,620.0,,
2018-08-22,středa,0.0,718.0,718.0,,
2018-08-23,čtvrtek,54.0,562.0,616.0,,
2018-08-24,pátek,0.0,1049.0,1049.0,,
2018-08-25,sobota,0.0,1093.0,1093.0,,
2018-08-26,neděle,0.0,777.0,777.0,,
2018-08-27,pondělí,0.0,547.0,547.0,,
2018-08-28,úterý,0.0,650.0,650.0,,
2018-08-29,středa,0.0,531.0,531.0,,
2018-08-30,čtvrtek,0.0,1072.0,1072.0,,
2018-08-31,pátek,0.0,598.0,598.0,,
2018-09-01,sobota,0.0,3072.0,3072.0,,
2018-09-02,neděle,54.0,825.0,879.0,,
2018-09-03,pondělí,0.0,230.0,230.0,,
2018-09-04,úterý,36.0,81.0,117.0,,
2018-09-05,středa,43.0,42.0,85.0,,
2018-09-06,čtvrtek,144.0,55.0,199.0,,
2018-09-07,pátek,132.0,104.0,236.0,,
2018-09-08,sobota,0.0,415.0,415.0,,
2018-09-09,neděle,0.0,206.0,206.0,,
2018-09-10,pondělí,0.0,34.0,34.0,,
2018-09-11,úterý,46.0,55.0,101.0,,
2018-09-12,středa,43.0,31.0,74.0,,
2018-09-13,čtvrtek,75.0,73.0,148.0,,
2018-09-14,pátek,61.0,85.0,146.0,,
2018-09-15,sobota,0.0,441.0,441.0,,
2018-09-16,neděle,0.0,227.0,227.0,,
2018-09-17,pondělí,18.0,382.0,400.0,,
2018-09-18,úterý,113.0,24.0,137.0,,
2018-09-19,středa,41.0,38.0,79.0,,
2018-09-20,čtvrtek,71.0,16.0,87.0,,
2018-09-21,pátek,48.0,49.0,97.0,,
2018-09-22,sobota,16.0,518.0,534.0,,
2018-09-23,neděle,0.0,644.0,644.0,,
2018-09-24,pondělí,72.0,70.0,142.0,,
2018-09-25,úterý,37.0,59.0,96.0,,
2018-09-26,středa,58.0,43.0,101.0,,
2018-09-27,čtvrtek,177.0,150.0,327.0,,
2018-09-28,pátek,0.0,592.0,592.0,,
2018-09-29,sobota,0.0,935.0,935.0,,
2018-09-30,neděle,0.0,311.0,311.0,,
2018-10-01,pondělí,81.0,90.0,171.0,,
2018-10-02,úterý,0.0,101.0,101.0,,
2018-10-03,středa,36.0,133.0,169.0,,
2018-10-04,čtvrtek,81.0,58.0,139.0,,
2018-10-05,pátek,85.0,820.0,905.0,,
2018-10-06,sobota,36.0,452.0,488.0,,
2018-10-07,neděle,0.0,242.0,242.0,,
2018-10-08,pondělí,0.0,52.0,52.0,,
2018-10-09,úterý,82.0,88.0,170.0,,
2018-10-10,středa,125.0,39.0,164.0,,
2018-10-11,čtvrtek,48.0,35.0,83.0,,
2018-10-12,pátek,52.0,36.0,88.0,,
2018-10-13,sobota,0.0,545.0,545.0,,
2018-10-14,neděle,18.0,257.0,275.0,,
2018-10-15,pondělí,193.0,46.0,239.0,,
2018-10-16,úterý,67.0,104.0,171.0,,
2018-10-17,středa,204.0,207.0,411.0,,
2018-10-18,čtvrtek,199.0,210.0,409.0,,
2018-10-19,pátek,135.0,93.0,228.0,,
2018-10-20,sobota,0.0,866.0,866.0,,
2018-10-21,neděle,0.0,441.0,441.0,,
2018-10-22,pondělí,101.0,66.0,167.0,,
2018-10-23,úterý,102.0,62.0,164.0,,
2018-10-24,středa,117.0,92.0,209.0,,
2018-10-25,čtvrtek,111.0,67.0,178.0,,
2018-10-26,pátek,176.0,144.0,320.0,,
2018-10-27,sobota,0.0,2191.0,2191.0,,
2018-10-28,neděle,0.0,4940.0,4940.0,,
2018-10-29,pondělí,0.0,1511.0,1511.0,,
2018-10-30,úterý,0.0,727.0,727.0,,
2018-10-31,středa,270.0,210.0,480.0,,
2018-11-01,čtvrtek,192.0,191.0,383.0,,
2018-11-02,pátek,90.0,636.0,726.0,,
2018-11-03,sobota,45.0,1024.0,1069.0,,
2018-11-04,neděle,0.0,660.0,660.0,,
2018-11-05,pondělí,180.0,44.0,224.0,,
2018-11-06,úterý,187.0,51.0,238.0,,
2018-11-07,středa,225.0,136.0,361.0,,
2018-11-08,čtvrtek,261.0,117.0,378.0,,
2018-11-09,pátek,84.0,92.0,176.0,,
2018-11-10,sobota,0.0,922.0,922.0,,
2018-11-11,neděle,0.0,496.0,496.0,,
2018-11-12,pondělí,217.0,48.0,265.0,,
2018-11-13,úterý,296.0,88.0,384.0,,
2018-11-14,středa,353.0,88.0,441.0,,
2018-11-15,čtvrtek,519.0,73.0,592.0,,
2018-11-16,pátek,125.0,78.0,203.0,,
2018-11-17,sobota,0.0,1016.0,1016.0,,
2018-11-18,neděle,0.0,689.0,689.0,,
2018-11-19,pondělí,333.0,45.0,378.0,,
2018-11-20,úterý,473.0,60.0,533.0,,
2018-11-21,středa,265.0,180.0,445.0,,
2018-11-22,čtvrtek,292.0,112.0,404.0,,
2018-11-23,pátek,268.0,117.0,385.0,,
2018-11-24,sobota,42.0,1083.0,1125.0,,
2018-11-25,neděle,0.0,591.0,591.0,,
2018-11-26,pondělí,232.0,63.0,295.0,,
2018-11-27,úterý,129.0,33.0,162.0,,
2018-11-28,středa,279.0,71.0,350.0,,
2018-11-29,čtvrtek,272.0,57.0,329.0,,
2018-11-30,pátek,112.0,69.0,181.0,,
2018-12-01,sobota,0.0,560.0,560.0,,
2018-12-02,neděle,0.0,280.0,280.0,,
2018-12-03,pondělí,245.0,63.0,308.0,,
2018-12-04,úterý,377.0,69.0,446.0,,
2018-12-05,středa,113.0,29.0,142.0,,
2018-12-06,čtvrtek,297.0,135.0,432.0,,
2018-12-07,pátek,14.0,602.0,616.0,,
2018-12-08,sobota,0.0,701.0,701.0,,
2018-12-09,neděle,0.0,491.0,491.0,,
2018-12-10,pondělí,307.0,102.0,409.0,,
2018-12-11,úterý,312.0,73.0,385.0,,
2018-12-12,středa,265.0,64.0,329.0,,
