date,day_of_week,school_visitors,public_visitors,total_visitors,extra,opening_hours
2020-05-25,pondělí,0.0,0.0,0.0,,zavřeno
2020-05-26,úterý,0.0,0.0,0.0,,zavřeno
2020-05-27,středa,0.0,0.0,0.0,,zavřeno
2020-05-28,čtvrtek,0.0,0.0,0.0,,zavřeno
2020-05-29,pátek,0.0,0.0,0.0,,zavřeno
2020-05-30,sobota,0.0,0.0,0.0,,zavřeno
2020-05-31,neděle,0.0,0.0,0.0,,zavřeno
2020-06-01,pondělí,0.0,0.0,0.0,,zavřeno
2020-06-02,úterý,0.0,38.0,38.0,,
2020-06-03,středa,0.0,35.0,35.0,,
2020-06-04,čtvrtek,0.0,70.0,70.0,,
2020-06-05,pátek,0.0,91.0,91.0,,
2020-06-06,sobota,0.0,657.0,657.0,,
2020-06-07,neděle,0.0,477.0,477.0,,
2020-06-08,pondělí,0.0,0.0,0.0,,zavřeno
2020-06-09,úterý,0.0,138.0,138.0,,
2020-06-10,středa,0.0,238.0,238.0,,
2020-06-11,čtvrtek,0.0,132.0,132.0,,
2020-06-12,pátek,0.0,103.0,103.0,,
2020-06-13,sobota,0.0,194.0,194.0,,
2020-06-14,neděle,0.0,386.0,386.0,,
2020-06-15,pondělí,0.0,0.0,0.0,,zavřeno
2020-06-16,úterý,0.0,66.0,66.0,,
2020-06-17,středa,0.0,46.0,46.0,,
2020-06-18,čtvrtek,0.0,241.0,241.0,,
2020-06-19,pátek,0.0,204.0,204.0,,
2020-06-20,sobota,0.0,1022.0,1022.0,,
2020-06-21,neděle,0.0,413.0,413.0,,
2020-06-22,pondělí,0.0,0.0,0.0,,zavřeno
2020-06-23,úterý,0.0,60.0,60.0,,
2020-06-24,středa,29.0,48.0,77.0,,
2020-06-25,čtvrtek,0.0,76.0,76.0,,
2020-06-26,pátek,19.0,108.0,127.0,,
2020-06-27,sobota,0.0,222.0,222.0,,
2020-06-28,neděle,0.0,205.0,205.0,,
2020-06-29,pondělí,0.0,0.0,0.0,,zavřeno
2020-06-30,úterý,0.0,234.0,234.0,,
2020-07-01,středa,0.0,106.0,106.0,,
2020-07-02,čtvrtek,0.0,289.0,289.0,,
2020-07-03,pátek,0.0,178.0,178.0,,
2020-07-04,sobota,0.0,262.0,262.0,,
2020-07-05,neděle,0.0,248.0,248.0,,
2020-07-06,pondělí,0.0,0.0,0.0,,zavřeno
2020-07-07,úterý,30.0,379.0,409.0,,
2020-07-08,středa,0.0,627.0,627.0,,
2020-07-09,čtvrtek,0.0,555.0,555.0,,
2020-07-10,pátek,0.0,185.0,185.0,,
2020-07-11,sobota,0.0,913.0,913.0,,
2020-07-12,neděle,0.0,267.0,267.0,,
2020-07-13,pondělí,0.0,0.0,0.0,,zavřeno
2020-07-14,úterý,0.0,282.0,282.0,,
2020-07-15,středa,0.0,619.0,619.0,,
2020-07-16,čtvrtek,0.0,930.0,930.0,,
2020-07-17,pátek,0.0,428.0,428.0,,
2020-07-18,sobota,0.0,473.0,473.0,,
2020-07-19,neděle,0.0,366.0,366.0,,
2020-07-20,pondělí,0.0,0.0,0.0,,zavřeno
2020-07-21,úterý,0.0,495.0,495.0,,
2020-07-22,středa,0.0,421.0,421.0,,
2020-07-23,čtvrtek,0.0,329.0,329.0,,
2020-07-24,pátek,0.0,299.0,299.0,,
2020-07-25,sobota,0.0,271.0,271.0,,
2020-07-26,neděle,0.0,542.0,542.0,,
2020-07-27,pondělí,0.0,0.0,0.0,,zavřeno
2020-07-28,úterý,0.0,301.0,301.0,,
2020-07-29,středa,40.0,324.0,364.0,,
2020-07-30,čtvrtek,0.0,328.0,328.0,,
2020-07-31,pátek,0.0,247.0,247.0,,
2020-08-01,sobota,0.0,221.0,221.0,,
2020-08-02,neděle,0.0,385.0,385.0,,
2020-08-03,pondělí,0.0,0.0,0.0,,zavřeno
2020-08-04,úterý,0.0,1465.0,1465.0,,
2020-08-05,středa,0.0,448.0,448.0,,
2020-08-06,čtvrtek,0.0,255.0,255.0,,
2020-08-07,pátek,0.0,221.0,221.0,,
2020-08-08,sobota,0.0,218.0,218.0,,
2020-08-09,neděle,0.0,184.0,184.0,,
2020-08-10,pondělí,0.0,0.0,0.0,,zavřeno
2020-08-11,úterý,0.0,605.0,605.0,,
2020-08-12,středa,0.0,285.0,285.0,,
2020-08-13,čtvrtek,0.0,375.0,375.0,,
2020-08-14,pátek,0.0,412.0,412.0,,
2020-08-15,sobota,0.0,555.0,555.0,,
2020-08-16,neděle,0.0,183.0,183.0,,
2020-08-17,pondělí,0.0,0.0,0.0,,zavřeno
2020-08-18,úterý,0.0,677.0,677.0,,
2020-08-19,středa,0.0,460.0,460.0,,
2020-08-20,čtvrtek,0.0,322.0,322.0,,
2020-08-21,pátek,0.0,162.0,162.0,,
2020-08-22,sobota,0.0,521.0,521.0,,
2020-08-23,neděle,0.0,239.0,239.0,,
2020-08-24,pondělí,0.0,0.0,0.0,,zavřeno
2020-08-25,úterý,0.0,396.0,396.0,,
2020-08-26,středa,0.0,439.0,439.0,,
2020-08-27,čtvrtek,0.0,359.0,359.0,,
2020-08-28,pátek,0.0,308.0,308.0,,
2020-08-29,sobota,0.0,704.0,704.0,,
2020-08-30,neděle,0.0,623.0,623.0,,
2020-08-31,pondělí,0.0,0.0,0.0,,zavřeno
2020-09-01,úterý,0.0,0.0,0.0,,zavřeno
2020-09-02,středa,0.0,0.0,0.0,,zavřeno
2020-09-03,čtvrtek,0.0,58.0,58.0,,
2020-09-04,pátek,171.0,35.0,206.0,,
2020-09-05,sobota,0.0,144.0,144.0,,
2020-09-06,neděle,0.0,166.0,166.0,,
2020-09-07,pondělí,0.0,0.0,0.0,,zavřeno
2020-09-08,úterý,224.0,0.0,224.0,,
2020-09-09,středa,0.0,0.0,0.0,,zavřeno
2020-09-10,čtvrtek,45.0,32.0,77.0,,
2020-09-11,pátek,0.0,19.0,19.0,,
2020-09-12,sobota,0.0,86.0,86.0,,
2020-09-13,neděle,0.0,71.0,71.0,,
2020-09-14,pondělí,0.0,0.0,0.0,,zavřeno
2020-09-15,úterý,0.0,0.0,0.0,,zavřeno
2020-09-16,středa,0.0,0.0,0.0,,zavřeno
2020-09-17,čtvrtek,105.0,35.0,140.0,,
2020-09-18,pátek,48.0,9.0,57.0,,
2020-09-19,sobota,0.0,126.0,126.0,,
2020-09-20,neděle,0.0,81.0,81.0,,
2020-09-21,pondělí,0.0,0.0,0.0,,zavřeno
2020-09-22,úterý,0.0,0.0,0.0,,zavřeno
2020-09-23,středa,0.0,0.0,0.0,,zavřeno
2020-09-24,čtvrtek,99.0,20.0,119.0,,
2020-09-25,pátek,97.0,102.0,199.0,,
2020-09-26,sobota,0.0,610.0,610.0,,
2020-09-27,neděle,0.0,344.0,344.0,,
2020-09-28,pondělí,0.0,297.0,297.0,,
2020-09-29,úterý,0.0,0.0,0.0,,zavřeno
2020-09-30,středa,0.0,0.0,0.0,,zavřeno
2020-10-01,čtvrtek,0.0,0.0,0.0,,zavřeno
2020-10-02,pátek,29.0,38.0,67.0,,
2020-10-03,sobota,0.0,130.0,130.0,,
2020-10-04,neděle,0.0,78.0,78.0,,
2020-10-05,pondělí,106.0,17.0,123.0,,
2020-10-06,úterý,31.0,24.0,55.0,,
2020-10-07,středa,0.0,0.0,0.0,,zavřeno
2020-10-08,čtvrtek,0.0,0.0,0.0,,zavřeno
2020-10-09,pátek,0.0,0.0,0.0,,zavřeno
2020-10-10,sobota,0.0,0.0,0.0,,zavřeno
2020-10-11,neděle,0.0,0.0,0.0,,zavřeno
2020-10-12,pondělí,0.0,0.0,0.0,,zavřeno
2020-10-13,úterý,0.0,0.0,0.0,,zavřeno
2020-10-14,středa,0.0,0.0,0.0,,zavřeno
2020-10-15,čtvrtek,0.0,0.0,0.0,,zavřeno
2020-10-16,pátek,0.0,0.0,0.0,,zavřeno
2020-10-17,sobota,0.0,0.0,0.0,,zavřeno
2020-10-18,neděle,0.0,0.0,0.0,,zavřeno
2020-10-19,pondělí,0.0,0.0,0.0,,zavřeno
2020-10-20,úterý,0.0,0.0,0.0,,zavřeno
2020-10-21,středa,0.0,0.0,0.0,,zavřeno
2020-10-22,čtvrtek,0.0,0.0,0.0,,zavřeno
2020-10-23,pátek,0.0,0.0,0.0,,zavřeno
2020-10-24,sobota,0.0,0.0,0.0,,zavřeno
2020-10-25,neděle,0.0,0.0,0.0,,zavřeno
2020-10-26,pondělí,0.0,0.0,0.0,,zavřeno
2020-10-27,úterý,0.0,0.0,0.0,,zavřeno
2020-10-28,středa,0.0,0.0,0.0,,zavřeno
2020-10-29,čtvrtek,0.0,0.0,0.0,,zavřeno
2020-10-30,pátek,0.0,0.0,0.0,,zavřeno
2020-10-31,sobota,0.0,0.0,0.0,,zavřeno
2020-11-01,neděle,0.0,0.0,0.0,,zavřeno
2020-11-02,pondělí,0.0,0.0,0.0,,zavřeno
2020-11-03,úterý,0.0,0.0,0.0,,zavřeno
2020-11-04,středa,0.0,0.0,0.0,,zavřeno
2020-11-05,čtvrtek,0.0,0.0,0.0,,zavřeno
2020-11-06,pátek,0.0,0.0,0.0,,zavřeno
2020-11-07,sobota,0.0,0.0,0.0,,zavřeno
2020-11-08,neděle,0.0,0.0,0.0,,zavřeno
2020-11-09,pondělí,0.0,0.0,0.0,,zavřeno
2020-11-10,úterý,0.0,0.0,0.0,,zavřeno
2020-11-11,středa,0.0,0.0,0.0,,zavřeno
2020-11-12,čtvrtek,0.0,0.0,0.0,,zavřeno
2020-11-13,pátek,0.0,0.0,0.0,,zavřeno
2020-11-14,sobota,0.0,0.0,0.0,,zavřeno
2020-11-15,neděle,0.0,0.0,0.0,,zavřeno
2020-11-16,pondělí,0.0,0.0,0.0,,zavřeno
2020-11-17,úterý,0.0,0.0,0.0,,zavřeno
2020-11-18,středa,0.0,0.0,0.0,,zavřeno
2020-11-19,čtvrtek,0.0,0.0,0.0,,zavřeno
2020-11-20,pátek,0.0,0.0,0.0,,zavřeno
2020-11-21,sobota,0.0,0.0,0.0,,zavřeno
2020-11-22,neděle,0.0,0.0,0.0,,zavřeno
2020-11-23,pondělí,0.0,0.0,0.0,,zavřeno
2020-11-24,úterý,0.0,0.0,0.0,,zavřeno
2020-11-25,středa,0.0,0.0,0.0,,zavřeno
2020-11-26,čtvrtek,0.0,0.0,0.0,,zavřeno
2020-11-27,pátek,0.0,0.0,0.0,,zavřeno
2020-11-28,sobota,0.0,0.0,0.0,,zavřeno
2020-11-29,neděle,0.0,0.0,0.0,,zavřeno
2020-11-30,pondělí,0.0,0.0,0.0,,zavřeno
2020-12-01,úterý,0.0,0.0,0.0,,zavřeno
2020-12-02,středa,0.0,0.0,0.0,,zavřeno
2020-12-03,čtvrtek,0.0,0.0,0.0,,zavřeno
2020-12-04,pátek,0.0,0.0,0.0,,zavřeno
2020-12-05,sobota,0.0,0.0,0.0,,zavřeno
2020-12-06,neděle,0.0,0.0,0.0,,zavřeno
2020-12-07,pondělí,0.0,0.0,0.0,,zavřeno
2020-12-08,úterý,0.0,0.0,0.0,,zavřeno
2020-12-09,středa,0.0,0.0,0.0,,zavřeno
2020-12-10,čtvrtek,0.0,0.0,0.0,,zavřeno
2020-12-11,pátek,0.0,0.0,0.0,,zavřeno
2020-12-12,sobota,0.0,0.0,0.0,,zavřeno
2020-12-13,neděle,0.0,0.0,0.0,,zavřeno
2020-12-14,pondělí,0.0,0.0,0.0,,zavřeno
2020-12-15,úterý,0.0,0.0,0.0,,zavřeno
2020-12-16,středa,0.0,0.0,0.0,,zavřeno
2020-12-17,čtvrtek,0.0,0.0,0.0,,zavřeno
2020-12-18,pátek,0.0,0.0,0.0,,zavřeno
2020-12-19,sobota,0.0,0.0,0.0,,zavřeno
2020-12-20,neděle,0.0,0.0,0.0,,zavřeno
2020-12-21,pondělí,0.0,0.0,0.0,,zavřeno
2020-12-22,úterý,0.0,0.0,0.0,,zavřeno
2020-12-23,středa,0.0,0.0,0.0,,zavřeno
2020-12-24,čtvrtek,0.0,0.0,0.0,,zavřeno
2020-12-25,pátek,0.0,0.0,0.0,,zavřeno
2020-12-26,sobota,0.0,0.0,0.0,,zavřeno
2020-12-27,neděle,0.0,0.0,0.0,,zavřeno
2020-12-28,pondělí,0.0,0.0,0.0,,zavřeno
2020-12-29,úterý,0.0,0.0,0.0,,zavřeno
2020-12-30,středa,0.0,0.0,0.0,,zavřeno
2020-12-31,čtvrtek,0.0,0.0,0.0,,zavřeno
2021-01-01,pátek,0.0,0.0,0.0,,zavřeno
2021-01-02,sobota,0.0,0.0,0.0,,zavřeno
2021-01-03,neděle,0.0,0.0,0.0,,zavřeno
2021-01-04,pondělí,0.0,0.0,0.0,,zavřeno
2021-01-05,úterý,0.0,0.0,0.0,,zavřeno
2021-01-06,středa,0.0,0.0,0.0,,zavřeno
2021-01-07,čtvrtek,0.0,0.0,0.0,,zavřeno
2021-01-08,pátek,0.0,0.0,0.0,,zavřeno
2021-01-09,sobota,0.0,0.0,0.0,,zavřeno
2021-01-10,neděle,0.0,0.0,0.0,,zavřeno
2021-01-11,pondělí,0.0,0.0,0.0,,zavřeno
2021-01-12,úterý,0.0,0.0,0.0,,zavřeno
2021-01-13,středa,0.0,0.0,0.0,,zavřeno
2021-01-14,čtvrtek,0.0,0.0,0.0,,zavřeno
2021-01-15,pátek,0.0,0.0,0.0,,zavřeno
2021-01-16,sobota,0.0,0.0,0.0,,zavřeno
2021-01-17,neděle,0.0,0.0,0.0,,zavřeno
2021-01-18,pondělí,0.0,0.0,0.0,,zavřeno
2021-01-19,úterý,0.0,0.0,0.0,,zavřeno
2021-01-20,středa,0.0,0.0,0.0,,zavřeno
2021-01-21,čtvrtek,0.0,0.0,0.0,,zavřeno
2021-01-22,pátek,0.0,0.0,0.0,,zavřeno
2021-01-23,sobota,0.0,0.0,0.0,,zavřeno
2021-01-24,neděle,0.0,0.0,0.0,,zavřeno
2021-01-25,pondělí,0.0,0.0,0.0,,zavřeno
2021-01-26,úterý,0.0,0.0,0.0,,zavřeno
2021-01-27,středa,0.0,0.0,0.0,,zavřeno
2021-01-28,čtvrtek,0.0,0.0,0.0,,zavřeno
2021-01-29,pátek,0.0,0.0,0.0,,zavřeno
2021-01-30,sobota,0.0,0.0,0.0,,zavřeno
2021-01-31,neděle,0.0,0.0,0.0,,zavřeno
2021-02-01,pondělí,0.0,0.0,0.0,,zavřeno
2021-02-02,úterý,0.0,0.0,0.0,,zavřeno
2021-02-03,středa,0.0,0.0,0.0,,zavřeno
2021-02-04,čtvrtek,0.0,0.0,0.0,,zavřeno
2021-02-05,pátek,0.0,0.0,0.0,,zavřeno
2021-02-06,sobota,0.0,0.0,0.0,,zavřeno
2021-02-07,neděle,0.0,0.0,0.0,,zavřeno
2021-02-08,pondělí,0.0,0.0,0.0,,zavřeno
2021-02-09,úterý,0.0,0.0,0.0,,zavřeno
2021-02-10,středa,0.0,0.0,0.0,,zavřeno
2021-02-11,čtvrtek,0.0,0.0,0.0,,zavřeno
2021-02-12,pátek,0.0,0.0,0.0,,zavřeno
2021-02-13,sobota,0.0,0.0,0.0,,zavřeno
2021-02-14,neděle,0.0,0.0,0.0,,zavřeno
2021-02-15,pondělí,0.0,0.0,0.0,,zavřeno
2021-02-16,úterý,0.0,0.0,0.0,,zavřeno
2021-02-17,středa,0.0,0.0,0.0,,zavřeno
2021-02-18,čtvrtek,0.0,0.0,0.0,,zavřeno
2021-02-19,pátek,0.0,0.0,0.0,,zavřeno
2021-02-20,sobota,0.0,0.0,0.0,,zavřeno
2021-02-21,neděle,0.0,0.0,0.0,,zavřeno
2021-02-22,pondělí,0.0,0.0,0.0,,zavřeno
2021-02-23,úterý,0.0,0.0,0.0,,zavřeno
2021-02-24,středa,0.0,0.0,0.0,,zavřeno
2021-02-25,čtvrtek,0.0,0.0,0.0,,zavřeno
2021-02-26,pátek,0.0,0.0,0.0,,zavřeno
2021-02-27,sobota,0.0,0.0,0.0,,zavřeno
2021-02-28,neděle,0.0,0.0,0.0,,zavřeno
2021-03-01,pondělí,0.0,0.0,0.0,,zavřeno
2021-03-02,úterý,0.0,0.0,0.0,,zavřeno
2021-03-03,středa,0.0,0.0,0.0,,zavřeno
2021-03-04,čtvrtek,0.0,0.0,0.0,,zavřeno
2021-03-05,pátek,0.0,0.0,0.0,,zavřeno
2021-03-06,sobota,0.0,0.0,0.0,,zavřeno
2021-03-07,neděle,0.0,0.0,0.0,,zavřeno
2021-03-08,pondělí,0.0,0.0,0.0,,zavřeno
2021-03-09,úterý,0.0,0.0,0.0,,zavřeno
2021-03-10,středa,0.0,0.0,0.0,,zavřeno
2021-03-11,čtvrtek,0.0,0.0,0.0,,zavřeno
2021-03-12,pátek,0.0,0.0,0.0,,zavřeno
2021-03-13,sobota,0.0,0.0,0.0,,zavřeno
2021-03-14,neděle,0.0,0.0,0.0,,zavřeno
2021-03-15,pondělí,0.0,0.0,0.0,,zavřeno
2021-03-16,úterý,0.0,0.0,0.0,,zavřeno
2021-03-17,středa,0.0,0.0,0.0,,zavřeno
2021-03-18,čtvrtek,0.0,0.0,0.0,,zavřeno
2021-03-19,pátek,0.0,0.0,0.0,,zavřeno
2021-03-20,sobota,0.0,0.0,0.0,,zavřeno
2021-03-21,neděle,0.0,0.0,0.0,,zavřeno
2021-03-22,pondělí,0.0,0.0,0.0,,zavřeno
2021-03-23,úterý,0.0,0.0,0.0,,zavřeno
2021-03-24,středa,0.0,0.0,0.0,,zavřeno
2021-03-25,čtvrtek,0.0,0.0,0.0,,zavřeno
2021-03-26,pátek,0.0,0.0,0.0,,zavřeno
2021-03-27,sobota,0.0,0.0,0.0,,zavřeno
2021-03-28,neděle,0.0,0.0,0.0,,zavřeno
2021-03-29,pondělí,0.0,0.0,0.0,,zavřeno
2021-03-30,úterý,0.0,0.0,0.0,,zavřeno
2021-03-31,středa,0.0,0.0,0.0,,zavřeno
2021-04-01,čtvrtek,0.0,0.0,0.0,,zavřeno
2021-04-02,pátek,0.0,0.0,0.0,,zavřeno
2021-04-03,sobota,0.0,0.0,0.0,,zavřeno
2021-04-04,neděle,0.0,0.0,0.0,,zavřeno
2021-04-05,pondělí,0.0,0.0,0.0,,zavřeno
2021-04-06,úterý,0.0,0.0,0.0,,zavřeno
2021-04-07,středa,0.0,0.0,0.0,,zavřeno
2021-04-08,čtvrtek,0.0,0.0,0.0,,zavřeno
2021-04-09,pátek,0.0,0.0,0.0,,zavřeno
2021-04-10,sobota,0.0,0.0,0.0,,zavřeno
2021-04-11,neděle,0.0,0.0,0.0,,zavřeno
2021-04-12,pondělí,0.0,0.0,0.0,,zavřeno
2021-04-13,úterý,0.0,0.0,0.0,,zavřeno
2021-04-14,středa,0.0,0.0,0.0,,zavřeno
2021-04-15,čtvrtek,0.0,0.0,0.0,,zavřeno
2021-04-16,pátek,0.0,0.0,0.0,,zavřeno
2021-04-17,sobota,0.0,0.0,0.0,,zavřeno
2021-04-18,neděle,0.0,0.0,0.0,,zavřeno
2021-04-19,pondělí,0.0,0.0,0.0,,zavřeno
2021-04-20,úterý,0.0,0.0,0.0,,zavřeno
2021-04-21,středa,0.0,0.0,0.0,,zavřeno
2021-04-22,čtvrtek,0.0,0.0,0.0,,zavřeno
2021-04-23,pátek,0.0,0.0,0.0,,zavřeno
2021-04-24,sobota,0.0,0.0,0.0,,zavřeno
2021-04-25,neděle,0.0,0.0,0.0,,zavřeno
2021-04-26,pondělí,0.0,0.0,0.0,,zavřeno
2021-04-27,úterý,0.0,0.0,0.0,,zavřeno
2021-04-28,středa,0.0,0.0,0.0,,zavřeno
2021-04-29,čtvrtek,0.0,0.0,0.0,,zavřeno
2021-04-30,pátek,0.0,0.0,0.0,,zavřeno
2021-05-01,sobota,0.0,0.0,0.0,,zavřeno
2021-05-02,neděle,0.0,0.0,0.0,,zavřeno
2021-05-03,pondělí,0.0,0.0,0.0,,zavřeno
2021-05-04,úterý,0.0,0.0,0.0,,zavřeno
2021-05-05,středa,0.0,0.0,0.0,,zavřeno
2021-05-06,čtvrtek,0.0,0.0,0.0,,zavřeno
2021-05-07,pátek,0.0,0.0,0.0,,zavřeno
2021-05-08,sobota,0.0,0.0,0.0,,zavřeno
2021-05-09,neděle,0.0,0.0,0.0,,zavřeno
2021-05-10,pondělí,0.0,0.0,0.0,,zavřeno
2021-05-11,úterý,0.0,0.0,0.0,,zavřeno
2021-05-12,středa,0.0,0.0,0.0,,zavřeno
2021-05-13,čtvrtek,0.0,0.0,0.0,,zavřeno
2021-05-14,pátek,0.0,0.0,0.0,,zavřeno
2021-05-15,sobota,0.0,0.0,0.0,,zavřeno
2021-05-16,neděle,0.0,0.0,0.0,,zavřeno
2021-05-17,pondělí,0.0,0.0,0.0,,zavřeno
2021-05-18,úterý,0.0,0.0,0.0,,zavřeno
2021-05-19,středa,0.0,0.0,0.0,,zavřeno
2021-05-20,čtvrtek,0.0,0.0,0.0,,zavřeno
2021-05-21,pátek,0.0,0.0,0.0,,zavřeno
2021-05-22,sobota,0.0,0.0,0.0,,zavřeno
2021-05-23,neděle,0.0,0.0,0.0,,zavřeno
2021-05-24,pondělí,0.0,0.0,0.0,,zavřeno
2021-05-25,úterý,0.0,0.0,0.0,,zavřeno
2021-05-26,středa,0.0,0.0,0.0,,zavřeno
2021-05-27,čtvrtek,0.0,0.0,0.0,,zavřeno
2021-05-28,pátek,0.0,0.0,0.0,,zavřeno
2021-05-29,sobota,0.0,0.0,0.0,,zavřeno
2021-05-30,neděle,0.0,0.0,0.0,,zavřeno
2021-05-31,pondělí,0.0,0.0,0.0,,zavřeno
2021-06-01,úterý,0.0,0.0,0.0,,zavřeno
2021-06-02,středa,0.0,0.0,0.0,,zavřeno
2021-06-03,čtvrtek,0.0,0.0,0.0,,zavřeno
2021-06-04,pátek,0.0,0.0,0.0,,zavřeno
2021-06-05,sobota,0.0,165.0,165.0,,
2021-06-06,neděle,0.0,227.0,227.0,,
2021-06-07,pondělí,0.0,0.0,0.0,,zavřeno
2021-06-08,úterý,0.0,0.0,0.0,,zavřeno
2021-06-09,středa,0.0,0.0,0.0,,zavřeno
2021-06-10,čtvrtek,0.0,0.0,0.0,,zavřeno
2021-06-11,pátek,201.0,57.0,258.0,,
2021-06-12,sobota,0.0,166.0,166.0,,
2021-06-13,neděle,0.0,126.0,126.0,,
2021-06-14,pondělí,0.0,0.0,0.0,,zavřeno
2021-06-15,úterý,0.0,0.0,0.0,,zavřeno
2021-06-16,středa,0.0,0.0,0.0,,zavřeno
2021-06-17,čtvrtek,0.0,0.0,0.0,,zavřeno
2021-06-18,pátek,579.0,50.0,629.0,,
2021-06-19,sobota,0.0,161.0,161.0,,
2021-06-20,neděle,0.0,113.0,113.0,,
2021-06-21,pondělí,0.0,0.0,0.0,,zavřeno
2021-06-22,úterý,0.0,0.0,0.0,,zavřeno
2021-06-23,středa,0.0,0.0,0.0,,zavřeno
2021-06-24,čtvrtek,0.0,0.0,0.0,,zavřeno
2021-06-25,pátek,859.0,198.0,1057.0,,
2021-06-26,sobota,0.0,204.0,204.0,,
2021-06-27,neděle,0.0,139.0,139.0,,
2021-06-28,pondělí,300.0,0.0,300.0,,
2021-06-29,úterý,150.0,0.0,150.0,,
2021-06-30,středa,0.0,0.0,0.0,,zavřeno
2021-07-01,čtvrtek,0.0,188.0,188.0,,
2021-07-02,pátek,0.0,482.0,482.0,,
2021-07-03,sobota,0.0,339.0,339.0,,
2021-07-04,neděle,0.0,400.0,400.0,,
2021-07-05,pondělí,0.0,0.0,0.0,,zavřeno
2021-07-06,úterý,0.0,271.0,271.0,,
2021-07-07,středa,0.0,420.0,420.0,,
2021-07-08,čtvrtek,0.0,563.0,563.0,,
2021-07-09,pátek,0.0,577.0,577.0,,
2021-07-10,sobota,0.0,267.0,267.0,,
2021-07-11,neděle,0.0,425.0,425.0,,
2021-07-12,pondělí,0.0,0.0,0.0,,zavřeno
2021-07-13,úterý,44.0,161.0,205.0,,
2021-07-14,středa,141.0,619.0,760.0,,
2021-07-15,čtvrtek,23.0,458.0,481.0,,
2021-07-16,pátek,0.0,191.0,191.0,,
2021-07-17,sobota,0.0,744.0,744.0,,
2021-07-18,neděle,0.0,301.0,301.0,,
2021-07-19,pondělí,0.0,0.0,0.0,,zavřeno
2021-07-20,úterý,40.0,474.0,514.0,,
2021-07-21,středa,77.0,361.0,438.0,,
2021-07-22,čtvrtek,20.0,244.0,264.0,,
2021-07-23,pátek,0.0,167.0,167.0,,
2021-07-24,sobota,0.0,192.0,192.0,,
2021-07-25,neděle,0.0,242.0,242.0,,
2021-07-26,pondělí,0.0,0.0,0.0,,zavřeno
2021-07-27,úterý,0.0,406.0,406.0,,
2021-07-28,středa,27.0,654.0,681.0,,
2021-07-29,čtvrtek,16.0,394.0,410.0,,
2021-07-30,pátek,10.0,228.0,238.0,,
2021-07-31,sobota,0.0,236.0,236.0,,
2021-08-01,neděle,0.0,925.0,925.0,,
2021-08-02,pondělí,0.0,0.0,0.0,,zavřeno
2021-08-03,úterý,0.0,480.0,480.0,,
2021-08-04,středa,0.0,690.0,690.0,,
2021-08-05,čtvrtek,0.0,1409.0,1409.0,,
2021-08-06,pátek,0.0,513.0,513.0,,
2021-08-07,sobota,0.0,292.0,292.0,,
2021-08-08,neděle,0.0,423.0,423.0,,
2021-08-09,pondělí,0.0,0.0,0.0,,zavřeno
2021-08-10,úterý,0.0,594.0,594.0,,
2021-08-11,středa,0.0,477.0,477.0,,
2021-08-12,čtvrtek,0.0,420.0,420.0,,
2021-08-13,pátek,0.0,315.0,315.0,,
2021-08-14,sobota,0.0,273.0,273.0,,
2021-08-15,neděle,0.0,240.0,240.0,,
2021-08-16,pondělí,0.0,0.0,0.0,,zavřeno
2021-08-17,úterý,58.0,878.0,936.0,,
2021-08-18,středa,20.0,791.0,811.0,,
2021-08-19,čtvrtek,74.0,568.0,642.0,,
2021-08-20,pátek,0.0,378.0,378.0,,
2021-08-21,sobota,0.0,257.0,257.0,,
2021-08-22,neděle,0.0,563.0,563.0,,
2021-08-23,pondělí,0.0,0.0,0.0,,zavřeno
2021-08-24,úterý,92.0,1115.0,1207.0,,
2021-08-25,středa,17.0,278.0,295.0,,
2021-08-26,čtvrtek,24.0,771.0,795.0,,
2021-08-27,pátek,41.0,847.0,888.0,,
2021-08-28,sobota,11.0,939.0,950.0,,
2021-08-29,neděle,0.0,461.0,461.0,,
2021-08-30,pondělí,0.0,0.0,0.0,,zavřeno
2021-08-31,úterý,0.0,457.0,457.0,,
2021-09-01,středa,0.0,106.0,106.0,,
2021-09-02,čtvrtek,0.0,39.0,39.0,,
2021-09-03,pátek,132.0,53.0,185.0,,
2021-09-04,sobota,0.0,142.0,142.0,,
2021-09-05,neděle,0.0,115.0,115.0,,
2021-09-06,pondělí,0.0,0.0,0.0,,zavřeno
2021-09-07,úterý,114.0,0.0,114.0,,
2021-09-08,středa,0.0,0.0,0.0,,zavřeno
2021-09-09,čtvrtek,59.0,49.0,108.0,,
2021-09-10,pátek,39.0,33.0,72.0,,
2021-09-11,sobota,0.0,339.0,339.0,,
2021-09-12,neděle,0.0,140.0,140.0,,
2021-09-13,pondělí,0.0,0.0,0.0,,zavřeno
2021-09-14,úterý,0.0,0.0,0.0,,zavřeno
2021-09-15,středa,0.0,0.0,0.0,,zavřeno
2021-09-16,čtvrtek,93.0,45.0,138.0,,
2021-09-17,pátek,0.0,44.0,44.0,,
2021-09-18,sobota,0.0,270.0,270.0,,
2021-09-19,neděle,0.0,253.0,253.0,,
2021-09-20,pondělí,0.0,0.0,0.0,,zavřeno
2021-09-21,úterý,0.0,0.0,0.0,,zavřeno
2021-09-22,středa,0.0,0.0,0.0,,zavřeno
2021-09-23,čtvrtek,122.0,13.0,135.0,,
2021-09-24,pátek,79.0,54.0,133.0,,
