date,day_of_week,school_visitors,public_visitors,total_visitors,extra,is_weekend,is_holiday,nazvy_svatek,is_spring_break,is_autumn_break,is_winter_break,is_easter_break,is_halfyear_break,is_summer_holiday,is_any_school_break,school_break_type,days_to_next_break,days_from_last_break,is_week_before_break,is_week_after_break,season_exact,week_position,is_month_end,school_week_number,is_bridge_day,long_weekend_length,precipitation_probability,temperature_max,temperature_min,temperature_mean,apparent_temp_max,apparent_temp_min,apparent_temp_mean,precipitation,rain,snowfall,precipitation_hours,weather_code,wind_speed,wind_gusts_max,wind_direction,sunshine_duration,daylight_duration,cloud_cover_percent,is_rainy,is_snowy,is_windy,is_nice_weather,sunshine_ratio,feels_like_delta,weather_forecast_confidence,temperature_trend_3d,is_weather_improving,google_trend,Mateřská_škola,Střední_škola,Základní_škola,is_event
2026-12-22,úterý,,,,,0,0,,0,0,0,0,0,0,0,,1,53,1,0,winter,last_week,0,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-12-23,středa,,,,,0,0,,0,0,1,0,0,0,1,winter,37,54,0,0,winter,last_week,0,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-12-24,čtvrtek,,,,Štědrý den,0,1,Štědrý den,0,0,1,0,0,0,1,winter,36,55,0,0,winter,last_week,0,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-12-25,pátek,,,,1. svátek vánoční,0,1,1. svátek vánoční,0,0,1,0,0,0,1,winter,35,56,0,0,winter,last_week,1,17,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-12-26,sobota,,,,2. svátek vánoční,1,1,2. svátek vánoční,0,0,1,0,0,0,1,winter,34,57,0,0,winter,last_week,1,17,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-12-27,neděle,,,,,1,0,,0,0,1,0,0,0,1,winter,33,58,0,0,winter,last_week,1,17,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-12-28,pondělí,,,,,0,0,,0,0,1,0,0,0,1,winter,32,59,0,0,winter,last_week,1,17,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-12-29,úterý,,,,,0,0,,0,0,1,0,0,0,1,winter,31,60,0,0,winter,last_week,1,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-12-30,středa,,,,,0,0,,0,0,1,0,0,0,1,winter,30,61,0,0,winter,last_week,1,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2026-12-31,čtvrtek,,,,,0,0,,0,0,1,0,0,0,1,winter,29,62,0,0,winter,last_week,1,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
