date,day_of_week,school_visitors,public_visitors,total_visitors,extra,opening_hours,is_weekend,is_holiday,nazvy_svatek,temperature_max,temperature_min,temperature_mean,apparent_temp_max,apparent_temp_min,apparent_temp_mean,precipitation,rain,snowfall,precipitation_hours,weather_code,wind_speed_max,wind_gusts_max,wind_direction,sunshine_duration,daylight_duration,is_rainy,is_snowy,is_windy,is_nice_weather,sunshine_ratio
2016-01-01,pátek,0.0,0.0,0.0,,zavřeno,0,1,Nový rok / Den obnovy samostatného českého státu,2.0,-2.8,-0.1,-1.3,-6.3,-3.4,0.0,0.0,0.0,0.0,3,10.9,24.5,257,22726.2,29520.98,0,0,0,0,0.7698321668183102
2016-01-02,sobota,0.0,943.0,943.0,,,1,0,0,1.6,-3.2,-0.9,-3.0,-7.2,-5.2,0.0,0.0,0.0,0.0,3,17.3,34.9,92,1671.96,29585.67,0,0,0,0,0.0565124940553991
2016-01-03,neděle,0.0,559.0,559.0,,,1,0,0,-2.1,-5.0,-3.4,-7.0,-10.0,-8.4,0.0,0.0,0.0,0.0,3,14.5,28.4,97,20313.12,29655.9,0,0,0,0,0.6849604968994365
2016-01-04,pondělí,0.0,78.0,78.0,,,0,0,0,-2.7,-5.4,-4.1,-5.8,-10.6,-8.3,3.9,0.0,3.01,12.0,73,14.6,28.8,93,0.0,29731.51,1,1,0,0,0.0
2016-01-05,úterý,91.0,94.0,185.0,,,0,0,0,3.5,-2.2,0.3,0.2,-5.7,-3.1,3.2,1.8,1.05,10.0,73,11.5,19.4,216,19871.06,29812.34,1,1,0,0,0.6665380845649822
2016-01-06,středa,0.0,124.0,124.0,,,0,0,0,3.1,-2.4,-0.1,0.4,-6.2,-3.3,1.7,0.5,0.91,9.0,71,8.8,20.5,210,11912.25,29898.24,1,0,0,0,0.3984264625610069
2016-01-07,čtvrtek,42.0,69.0,111.0,,,0,0,0,3.2,-1.7,0.6,-0.1,-4.8,-2.6,1.0,0.4,0.49,3.0,73,12.4,27.0,152,14422.25,29989.06,0,0,0,0,0.4809170410809808
2016-01-08,pátek,0.0,73.0,73.0,,,0,0,0,3.8,-1.6,2.2,-1.2,-5.6,-2.3,0.2,0.2,0.0,1.0,51,25.0,47.5,245,24303.58,30084.62,0,0,0,0,0.8078406840438737
2016-01-09,sobota,0.0,861.0,861.0,,,1,0,0,3.5,-1.2,0.7,0.9,-4.2,-2.0,0.0,0.0,0.0,0.0,3,5.0,11.2,75,4831.78,30184.79,0,0,0,0,0.160073334947833
2016-01-10,neděle,0.0,553.0,553.0,,,1,0,0,7.3,-1.2,2.5,3.6,-4.5,-0.6,2.0,2.0,0.0,8.0,51,16.0,24.8,198,6342.62,30289.38,1,0,0,0,0.2094007866783671
2016-01-11,pondělí,22.0,94.0,116.0,,,0,0,0,4.2,1.2,2.7,0.7,-3.0,-0.6,5.1,4.2,0.63,14.0,73,19.5,35.3,212,0.0,30398.26,1,0,0,0,0.0
2016-01-12,úterý,171.0,150.0,321.0,,,0,0,0,4.9,1.4,3.2,0.4,-3.5,-1.7,2.0,1.6,0.28,10.0,71,25.3,47.9,248,18950.49,30511.27,1,0,0,0,0.6210980401667974
2016-01-13,středa,25.0,122.0,147.0,,,0,0,0,3.6,0.9,2.2,-2.1,-4.3,-3.2,2.7,1.4,0.91,10.0,73,34.2,69.5,259,7012.1,30628.23,1,0,1,0,0.2289423841991522
2016-01-14,čtvrtek,54.0,103.0,157.0,,,0,0,0,2.5,-1.8,0.4,-1.2,-5.1,-3.5,0.8,0.1,0.56,4.0,71,16.9,33.1,226,22330.33,30749.02,0,0,0,0,0.7262127378368481
2016-01-15,pátek,99.0,110.0,209.0,,,0,0,0,1.4,-1.6,0.2,-3.8,-5.2,-4.5,2.4,0.0,1.89,13.0,73,21.0,47.2,244,17414.28,30873.68,1,1,0,0,0.5640493779815039
2016-01-16,sobota,0.0,661.0,661.0,,,1,0,0,-0.1,-3.9,-1.7,-4.0,-8.5,-5.8,0.7,0.0,0.63,3.0,73,11.9,23.8,288,23320.53,31003.6,0,0,0,0,0.7521878104478189
2016-01-17,neděle,0.0,338.0,338.0,,,1,0,0,-1.3,-5.2,-2.9,-6.0,-9.2,-7.3,2.0,0.0,1.54,14.0,71,15.8,31.7,313,6910.86,31138.8,1,1,0,0,0.2219372615515048
2016-01-18,pondělí,0.0,70.0,70.0,,,0,0,0,-2.8,-6.6,-5.0,-6.5,-10.7,-8.8,0.0,0.0,0.0,0.0,3,8.5,12.6,16,17483.34,31279.0,0,0,0,0,0.5589481760925861
2016-01-19,úterý,81.0,109.0,190.0,,,0,0,0,-5.4,-9.9,-7.3,-8.9,-13.9,-11.1,0.0,0.0,0.0,0.0,3,6.7,15.5,120,24901.96,31423.93,0,0,0,0,0.7924521216792425
2016-01-20,středa,105.0,131.0,236.0,,,0,0,0,-2.7,-14.8,-7.5,-7.7,-20.2,-12.7,0.0,0.0,0.35,0.0,71,17.9,33.8,253,19234.59,31573.29,0,0,0,0,0.6092044889842015
2016-01-21,čtvrtek,98.0,182.0,280.0,,,0,0,0,-2.4,-8.1,-4.5,-5.9,-11.9,-8.3,0.0,0.0,0.0,0.0,3,11.2,25.9,310,25486.2,31726.84,0,0,0,0,0.8033009275427367
2016-01-22,pátek,43.0,98.0,141.0,,,0,0,0,-5.0,-12.9,-9.6,-8.8,-16.8,-13.6,0.0,0.0,0.0,0.0,3,9.2,14.0,84,21648.86,31884.29,0,0,0,0,0.6789820315898519
2016-01-23,sobota,11.0,452.0,463.0,,,1,0,0,2.8,-12.4,-3.0,-2.0,-16.4,-7.6,3.0,0.0,2.24,5.0,75,22.0,43.6,255,242.66,32045.4,1,1,0,0,0.0075723816834865
2016-01-24,neděle,0.0,471.0,471.0,,,1,0,0,2.5,0.1,1.5,-1.2,-4.1,-2.3,0.0,0.0,0.0,0.0,3,14.3,29.5,246,10800.0,32209.9,0,0,0,0,0.3353006373816745
2016-01-25,pondělí,120.0,185.0,305.0,,,0,0,0,5.2,2.5,3.7,1.9,-1.7,0.2,3.3,3.3,0.0,10.0,53,16.5,32.0,248,478.56,32377.54,1,0,0,0,0.0147806164396677
2016-01-26,úterý,173.0,110.0,283.0,,,0,0,0,9.1,2.6,5.0,6.1,-1.6,1.3,0.0,0.0,0.0,0.0,3,18.1,34.6,235,23436.33,32548.08,0,0,0,0,0.720052611398276
2016-01-27,středa,142.0,123.0,265.0,,,0,0,0,10.4,5.1,7.5,6.4,0.5,3.1,0.0,0.0,0.0,0.0,3,21.4,41.8,235,25110.32,32721.28,0,0,0,0,0.7674002972988831
2016-01-28,čtvrtek,34.0,287.0,321.0,,,0,0,0,9.5,0.9,6.8,6.3,-2.2,3.0,0.3,0.3,0.0,2.0,51,24.5,45.0,246,2878.54,32896.89,0,0,0,0,0.0875018884763878
2016-01-29,pátek,40.0,116.0,156.0,,,0,0,0,5.9,-0.4,3.1,0.6,-3.5,-1.3,0.0,0.0,0.0,0.0,3,22.9,43.9,237,24414.07,33074.71,0,0,0,0,0.7381491780275624
2016-01-30,sobota,0.0,488.0,488.0,,,1,0,0,8.0,2.9,5.4,2.4,-2.3,-0.1,5.3,5.3,0.0,5.0,61,30.0,61.2,232,23601.24,33254.49,1,0,0,0,0.7097158909969752
2016-01-31,neděle,0.0,929.0,929.0,,,1,0,0,4.8,1.3,3.2,-0.2,-3.5,-1.6,1.8,1.8,0.0,6.0,53,29.5,52.9,248,17561.47,33436.02,1,0,0,0,0.5252260885117308
2016-02-01,pondělí,0.0,589.0,589.0,,,0,0,0,10.0,3.7,8.6,6.5,-0.7,4.2,3.4,3.4,0.0,10.0,51,30.9,60.5,260,0.0,33619.1,1,0,1,0,0.0
2016-02-02,úterý,178.0,745.0,923.0,,,0,0,0,10.5,7.3,8.8,5.8,2.2,3.8,0.0,0.0,0.0,0.0,3,28.6,60.1,242,6181.57,33803.51,0,0,0,0,0.1828676962836107
2016-02-03,středa,86.0,798.0,884.0,,,0,0,0,8.9,1.0,4.5,4.1,-3.9,0.1,0.7,0.7,0.0,4.0,51,23.7,56.9,262,607.82,33989.05,0,0,0,0,0.0178828181429019
2016-02-04,čtvrtek,0.0,783.0,783.0,,,0,0,0,3.5,0.3,1.7,-1.8,-4.7,-3.2,1.6,0.4,0.84,8.0,73,23.6,51.1,259,10179.96,34175.8,1,0,0,0,0.2978704229308457
2016-02-05,pátek,24.0,671.0,695.0,,,0,0,0,4.6,0.4,2.3,1.3,-3.7,-1.8,0.0,0.0,0.0,0.0,3,16.0,33.8,258,16629.2,34365.61,0,0,0,0,0.4838907268050821
2016-02-06,sobota,0.0,1197.0,1197.0,,,1,0,0,11.6,-1.0,4.2,8.4,-4.2,1.1,0.0,0.0,0.0,0.0,3,13.8,24.1,192,28695.6,34558.61,0,0,0,0,0.8303458964350707
2016-02-07,neděle,19.0,776.0,795.0,,,1,0,0,11.1,-2.0,3.4,8.3,-5.5,0.2,0.0,0.0,0.0,0.0,3,16.7,32.8,80,29876.34,34754.55,0,0,0,0,0.8596382344182272
2016-02-08,pondělí,42.0,209.0,251.0,,,0,0,0,11.2,3.2,6.6,5.6,-1.7,1.5,4.9,4.9,0.0,8.0,61,30.1,74.2,214,25050.22,34953.19,1,0,1,0,0.7166790785047087
2016-02-09,úterý,76.0,251.0,327.0,,,0,0,0,9.4,4.8,7.0,5.9,-0.6,2.4,1.2,1.2,0.0,4.0,51,28.2,52.9,217,10509.66,35154.3,1,0,0,0,0.2989580222049649
2016-02-10,středa,20.0,314.0,334.0,,,0,0,0,6.6,1.7,3.5,1.5,-3.4,-1.5,0.7,0.5,0.21,4.0,71,25.6,50.4,260,20208.14,35357.62,0,0,0,0,0.5715356406907478
2016-02-11,čtvrtek,83.0,305.0,388.0,,,0,0,0,5.2,0.2,2.4,0.2,-3.4,-2.2,0.2,0.2,0.14,2.0,71,20.0,45.7,253,26900.72,35562.95,0,0,0,0,0.7564254371473683
2016-02-12,pátek,0.0,311.0,311.0,,,0,0,0,5.6,-1.5,1.8,2.5,-5.2,-1.5,0.2,0.2,0.0,2.0,51,9.9,23.8,169,28272.67,35770.05,0,0,0,0,0.7904006284587244
2016-02-13,sobota,2.0,1628.0,1630.0,,,1,0,0,5.1,-2.6,1.3,1.9,-6.5,-2.1,0.1,0.1,0.0,1.0,51,10.0,20.2,110,5684.54,35978.7,0,0,0,0,0.1579973706665332
2016-02-14,neděle,5.0,1184.0,1189.0,,,1,0,0,10.5,0.8,5.6,7.9,-2.9,2.1,2.3,2.3,0.0,8.0,51,21.7,38.2,226,25200.0,36188.71,1,0,0,0,0.6963497731751146
2016-02-15,pondělí,0.0,259.0,259.0,,,0,0,0,7.2,2.0,4.4,4.3,-1.2,1.4,0.1,0.1,0.0,1.0,51,11.7,23.4,313,24464.3,36399.86,0,0,0,0,0.6720987388413032
2016-02-16,úterý,83.0,371.0,454.0,,,0,0,0,2.8,0.1,1.4,-1.6,-4.5,-2.8,0.0,0.0,0.0,0.0,3,16.4,32.8,35,4583.39,36611.95,0,0,0,0,0.1251883606308869
2016-02-17,středa,44.0,309.0,353.0,,,0,0,0,3.5,-1.4,0.8,0.0,-6.9,-3.7,2.4,0.6,1.4,7.0,73,22.7,47.9,69,482.5,36824.78,1,1,0,0,0.0131025901580403
2016-02-18,čtvrtek,231.0,494.0,725.0,,,0,0,0,6.3,-4.2,1.1,4.1,-7.6,-2.0,0.0,0.0,0.0,0.0,3,9.7,20.5,175,32295.14,37038.17,0,0,0,0,0.871942107290938
2016-02-19,pátek,52.0,490.0,542.0,,,0,0,0,6.0,0.1,2.6,1.6,-3.1,-1.1,0.0,0.0,0.0,0.0,3,15.3,34.9,269,20066.69,37251.93,0,0,0,0,0.5386751773666492
2016-02-20,sobota,0.0,1658.0,1658.0,,,1,0,0,4.4,0.2,2.1,-1.9,-4.8,-3.2,6.5,5.0,1.05,11.0,73,29.5,58.0,232,14710.93,37465.86,1,1,0,0,0.3926489342564137
2016-02-21,neděle,0.0,1188.0,1188.0,,,1,0,0,10.4,4.3,8.6,5.7,-0.8,3.8,2.9,2.9,0.0,12.0,53,30.4,60.1,252,0.0,37679.81,1,0,1,0,0.0
2016-02-22,pondělí,39.0,433.0,472.0,,,0,0,0,11.6,7.2,9.1,6.3,1.6,3.9,0.0,0.0,0.0,0.0,3,31.5,63.0,252,29501.6,37893.57,0,0,1,0,0.778538416939866
2016-02-23,úterý,76.0,625.0,701.0,,,0,0,0,8.2,0.4,4.0,5.1,-3.8,0.6,8.8,5.7,2.17,16.0,73,22.4,45.7,291,0.0,38107.0,1,1,0,0,0.0
2016-02-24,středa,125.0,679.0,804.0,,,0,0,0,4.9,-1.0,1.8,0.2,-4.5,-2.4,0.8,0.7,0.07,5.0,71,15.8,33.5,261,31616.63,38320.18,0,0,0,0,0.8250647570027072
2016-02-25,čtvrtek,212.0,652.0,864.0,,,0,0,0,4.8,-2.7,0.7,0.8,-6.9,-2.8,0.0,0.0,0.0,0.0,3,9.4,23.0,316,32400.0,38534.89,0,0,0,0,0.8407964833946587
2016-02-26,pátek,91.0,593.0,684.0,,,0,0,0,4.0,-4.0,-0.8,0.7,-7.9,-4.6,0.0,0.0,0.0,0.0,3,13.0,19.8,253,30017.05,38751.35,0,0,0,0,0.7746065620939657
2016-02-27,sobota,0.0,1641.0,1641.0,,,1,0,0,5.4,-2.9,0.7,1.0,-6.9,-3.9,0.0,0.0,0.0,0.0,3,15.9,33.8,75,33163.51,38969.38,0,0,0,0,0.8510145657949909
2016-02-28,neděle,0.0,869.0,869.0,,,1,0,0,3.2,-4.0,0.0,-1.5,-8.1,-4.5,0.5,0.4,0.07,4.0,71,20.3,41.0,47,0.0,39188.8,0,0,0,0,0.0
2016-02-29,pondělí,91.0,360.0,451.0,,,0,0,0,2.5,-0.8,1.2,-2.3,-5.6,-3.7,13.4,1.5,8.33,15.0,75,23.2,46.8,36,0.0,39409.43,1,1,0,0,0.0
2016-03-01,úterý,86.0,370.0,456.0,,,0,0,0,0.7,-1.7,-0.6,-4.1,-6.1,-5.0,2.2,0.0,1.61,11.0,73,17.8,32.8,288,9809.42,39631.12,1,1,0,0,0.2475181120291326
2016-03-02,středa,253.0,514.0,767.0,,,0,0,0,5.5,-1.0,2.5,1.9,-5.7,-1.7,5.3,5.3,0.35,9.0,71,19.7,41.0,226,2372.79,39853.69,1,0,0,0,0.059537523376129
2016-03-03,čtvrtek,123.0,643.0,766.0,,,0,0,0,4.9,-0.1,2.2,0.9,-3.8,-1.5,0.2,0.2,0.0,1.0,51,13.7,29.2,261,25062.96,40076.99,0,0,0,0,0.6253703184795065
2016-03-04,pátek,26.0,460.0,486.0,,,0,0,0,7.3,-2.1,2.2,2.6,-5.9,-1.6,0.0,0.0,0.0,0.0,3,13.9,28.4,178,35155.48,40300.86,0,0,0,0,0.8723258014841371
2016-03-05,sobota,0.0,1239.0,1239.0,,,1,0,0,10.7,-0.7,4.1,8.0,-4.1,1.1,0.5,0.5,0.0,2.0,51,9.8,22.0,65,26391.97,40525.14,0,0,0,0,0.6512493232595865
2016-03-06,neděle,0.0,917.0,917.0,,,1,0,0,6.4,0.0,3.3,1.3,-3.8,-0.7,7.3,3.5,2.66,8.0,75,19.7,40.0,254,31295.16,40749.68,1,1,0,0,0.7679854173087984
2016-03-07,pondělí,63.0,352.0,415.0,,,0,0,0,5.1,-0.4,1.9,2.2,-3.9,-1.4,0.0,0.0,0.0,0.0,3,10.5,24.1,242,23452.84,40974.33,0,0,0,0,0.5723788528085755
2016-03-08,úterý,125.0,470.0,595.0,,,0,0,0,6.1,-2.2,1.8,3.3,-5.8,-1.3,0.1,0.1,0.0,1.0,51,7.6,21.2,314,25818.21,41198.93,0,0,0,0,0.6266718577399947
2016-03-09,středa,125.0,553.0,678.0,,,0,0,0,6.9,-4.5,1.2,2.1,-7.5,-2.7,0.0,0.0,0.0,0.0,3,18.0,38.9,89,24264.03,41423.34,0,0,0,0,0.5857574497855557
2016-03-10,čtvrtek,78.0,634.0,712.0,,,0,0,0,7.3,-0.0,3.4,4.4,-3.4,0.3,0.0,0.0,0.0,0.0,3,9.5,22.7,42,2043.23,41647.4,0,0,0,0,0.0490602054389949
2016-03-11,pátek,0.0,671.0,671.0,,,0,0,0,6.3,2.2,3.9,2.2,-1.1,0.3,0.0,0.0,0.0,0.0,3,14.0,32.4,33,6389.1,41870.96,0,0,0,0,0.1525902439303995
2016-03-12,sobota,31.0,1607.0,1638.0,,,1,0,0,5.0,0.7,2.8,0.7,-3.1,-1.3,0.0,0.0,0.0,0.0,3,15.5,32.4,36,594.46,42093.9,0,0,0,0,0.0141222362385048
2016-03-13,neděle,49.0,994.0,1043.0,,,1,0,0,5.6,1.0,2.7,0.7,-3.5,-1.8,0.0,0.0,0.0,0.0,3,20.2,41.4,41,13235.06,42316.05,0,0,0,0,0.3127669052286307
2016-03-14,pondělí,40.0,79.0,119.0,,,0,0,0,6.5,-1.4,2.0,2.5,-5.7,-2.1,0.0,0.0,0.0,0.0,3,15.1,32.0,47,38351.71,42537.26,0,0,0,0,0.9016027360483492
2016-03-15,úterý,141.0,119.0,260.0,,,0,0,0,4.8,-0.4,1.8,-0.3,-4.1,-2.3,5.0,0.4,3.36,10.0,73,19.9,42.1,23,19443.17,42757.64,1,1,0,0,0.4547297278334351
2016-03-16,středa,277.0,230.0,507.0,,,0,0,0,7.0,0.2,2.8,1.6,-4.7,-2.1,0.4,0.4,0.07,3.0,71,22.8,47.2,76,28463.15,42978.8,0,0,0,0,0.6622602306253316
2016-03-17,čtvrtek,215.0,195.0,410.0,,,0,0,0,9.9,-1.3,3.7,6.6,-5.3,0.1,0.0,0.0,0.0,0.0,0,13.1,31.7,65,38827.15,43200.96,0,0,0,0,0.8987566480004149
2016-03-18,pátek,77.0,92.0,169.0,,,0,0,0,11.7,-2.0,4.8,7.7,-5.8,1.5,0.0,0.0,0.0,0.0,1,15.1,32.4,291,39014.09,43423.98,0,0,0,0,0.898445743573021
2016-03-19,sobota,0.0,1036.0,1036.0,,,1,0,0,6.7,1.3,3.9,4.2,-1.8,1.3,0.0,0.0,0.0,0.0,3,7.5,16.6,350,12884.24,43647.73,0,0,0,0,0.2951869432843357
2016-03-20,neděle,0.0,717.0,717.0,,,1,0,0,8.4,-1.3,3.4,4.2,-4.8,-0.3,0.0,0.0,0.0,0.0,3,15.9,35.3,278,37788.83,43872.07,0,0,0,0,0.8613413955621424
2016-03-21,pondělí,65.0,125.0,190.0,,,0,0,0,8.6,2.6,5.1,4.1,-1.1,1.3,0.9,0.9,0.0,5.0,51,18.0,41.4,269,30209.1,44096.87,0,0,0,0,0.6850622277726287
2016-03-22,úterý,88.0,107.0,195.0,,,0,0,0,7.5,1.8,4.3,3.7,-2.0,0.6,1.6,1.6,0.0,9.0,51,16.6,37.4,289,37474.29,44322.0,1,0,0,0,0.8455008799241912
2016-03-23,středa,208.0,215.0,423.0,,,0,0,0,8.9,-0.2,4.1,6.1,-3.0,1.1,0.9,0.9,0.0,4.0,51,12.7,32.0,323,39208.61,44547.33,0,0,0,0,0.8801562293407933
2016-03-24,čtvrtek,0.0,665.0,665.0,,,0,0,0,8.2,0.6,4.2,4.6,-2.7,0.7,0.3,0.3,0.0,2.0,51,14.3,31.0,305,35422.73,44772.74,0,0,0,0,0.791167348703698
2016-03-25,pátek,0.0,1705.0,1705.0,,,0,1,Velký pátek,7.6,0.7,4.3,3.8,-2.6,0.7,5.1,5.1,0.0,13.0,53,18.1,41.0,242,9548.5,44998.07,1,0,0,0,0.2121979898248969
2016-03-26,sobota,0.0,1816.0,1816.0,,,1,0,0,10.1,1.1,5.3,7.2,-2.0,2.4,0.5,0.5,0.0,2.0,51,11.3,25.6,259,18107.2,45223.21,0,0,0,0,0.4003961682507721
2016-03-27,neděle,0.0,742.0,742.0,,,1,0,0,14.2,-2.5,5.6,11.2,-5.8,2.9,0.0,0.0,0.0,0.0,3,12.4,26.3,240,36268.29,45448.02,0,0,0,0,0.798016943312382
2016-03-28,pondělí,0.0,315.0,315.0,,,0,1,Velikonoční pondělí,15.0,2.2,8.9,11.5,-0.7,5.8,0.0,0.0,0.0,0.0,3,19.9,37.4,205,31681.74,45672.36,0,0,0,0,0.6936742484951511
2016-03-29,úterý,137.0,193.0,330.0,,,0,0,0,11.3,5.4,8.5,5.9,1.6,3.8,1.0,1.0,0.0,5.0,51,28.6,66.2,248,41354.66,45896.1,0,0,0,0,0.9010495445146756
2016-03-30,středa,124.0,141.0,265.0,,,0,0,0,12.3,2.8,7.5,9.1,-0.5,4.6,2.0,2.0,0.0,8.0,53,18.3,40.0,228,5390.28,46119.09,1,0,0,0,0.1168774145370171
2016-03-31,čtvrtek,208.0,102.0,310.0,,,0,0,0,17.8,3.7,10.2,16.7,1.3,8.6,5.2,5.2,0.0,12.0,55,16.4,32.8,59,37482.22,46341.2,1,0,0,0,0.8088314501998223
2016-04-01,pátek,24.0,169.0,193.0,,,0,0,0,7.2,1.9,4.6,4.5,-1.8,0.7,0.4,0.4,0.0,3.0,51,18.8,38.2,45,13498.1,46562.29,0,0,0,0,0.2898933879755485
2016-04-02,sobota,0.0,548.0,548.0,,,1,0,0,14.3,1.2,7.3,11.0,-2.9,3.8,0.0,0.0,0.0,0.0,3,16.3,36.7,96,42511.34,46782.2,0,0,0,0,0.908707585363664
2016-04-03,neděle,0.0,334.0,334.0,,,1,0,0,19.4,1.4,10.4,18.9,-1.6,8.7,0.0,0.0,0.0,0.0,3,7.8,16.9,63,42635.52,47000.79,0,0,0,0,0.9071234760096584
2016-04-04,pondělí,121.0,82.0,203.0,,,0,0,0,20.4,4.3,12.3,19.9,2.0,11.1,0.4,0.4,0.0,2.0,51,8.6,19.4,16,42758.34,47218.15,0,0,0,0,0.9055488196805676
2016-04-05,úterý,187.0,137.0,324.0,,,0,0,0,22.2,5.8,14.3,21.4,3.6,13.0,0.3,0.3,0.0,1.0,51,16.5,31.0,297,42880.9,47435.8,0,0,0,0,0.903977586548556
2016-04-06,středa,108.0,201.0,309.0,,,0,0,0,15.0,9.8,12.1,10.9,7.0,9.1,0.5,0.5,0.0,5.0,51,20.6,40.7,252,39298.07,47653.95,0,0,0,0,0.8246550390890997
2016-04-07,čtvrtek,206.0,137.0,343.0,,,0,0,0,14.2,7.3,10.6,10.5,5.0,7.9,0.1,0.1,0.0,1.0,51,19.5,43.9,237,42488.9,47872.45,0,0,0,0,0.8875438796217867
2016-04-08,pátek,172.0,109.0,281.0,,,0,0,0,11.7,6.4,9.0,8.8,4.5,6.7,0.0,0.0,0.0,0.0,3,7.5,21.2,357,19641.96,48091.19,0,0,0,0,0.4084315651161886
2016-04-09,sobota,0.0,1537.0,1537.0,,,1,0,0,11.6,5.6,8.4,7.4,3.1,5.2,0.0,0.0,0.0,0.0,3,19.6,43.2,35,19161.78,48310.03,0,0,0,0,0.3966418567738418
2016-04-10,neděle,0.0,630.0,630.0,,,1,0,0,9.6,5.4,7.3,6.4,2.7,4.4,0.0,0.0,0.0,0.0,3,13.0,24.5,28,7612.6,48528.83,0,0,0,0,0.1568675774792015
2016-04-11,pondělí,188.0,124.0,312.0,,,0,0,0,11.0,4.3,7.8,8.3,1.3,5.1,0.0,0.0,0.0,0.0,3,12.0,30.2,71,5416.77,48747.45,0,0,0,0,0.1111190431499494
2016-04-12,úterý,314.0,240.0,554.0,,,0,0,0,16.0,5.8,11.0,13.7,4.0,9.4,0.0,0.0,0.0,0.0,3,11.2,21.2,287,33229.32,48965.76,0,0,0,0,0.6786235933027487
2016-04-13,středa,250.0,164.0,414.0,,,0,0,0,17.4,6.7,11.9,16.8,4.7,10.5,2.7,2.7,0.0,7.0,53,10.6,22.0,254,37420.46,49183.61,1,0,0,0,0.7608319112810141
2016-04-14,čtvrtek,250.0,129.0,379.0,,,0,0,0,13.6,7.7,10.6,11.1,5.8,8.1,1.2,1.2,0.0,6.0,51,17.7,47.2,298,40188.51,49400.86,1,0,0,0,0.8135184286265462
2016-04-15,pátek,145.0,184.0,329.0,,,0,0,0,12.3,2.9,8.4,9.4,0.4,5.7,2.3,2.3,0.0,5.0,53,19.9,47.2,202,8628.77,49617.35,1,0,0,0,0.1739063049517961
2016-04-16,sobota,0.0,1532.0,1532.0,,,1,0,0,15.3,7.2,11.1,12.2,4.8,8.5,5.6,5.6,0.0,13.0,61,24.5,46.4,222,26389.99,49832.94,1,0,0,0,0.5295691965996788
2016-04-17,neděle,0.0,1098.0,1098.0,,,1,0,0,12.9,6.7,9.6,10.5,4.7,7.5,7.0,7.0,0.0,19.0,61,15.9,41.4,263,13967.43,50047.46,1,0,0,0,0.279083693757885
2016-04-18,pondělí,141.0,146.0,287.0,,,0,0,0,11.8,5.3,8.6,9.8,3.5,6.6,0.8,0.8,0.0,6.0,51,7.3,16.6,19,21019.91,50260.75,0,0,0,0,0.418217197315997
2016-04-19,úterý,382.0,254.0,636.0,,,0,0,0,11.3,1.2,7.6,7.0,-2.1,4.0,0.0,0.0,0.0,0.0,3,19.2,40.7,281,33351.05,50472.66,0,0,0,0,0.6607745658738811
2016-04-20,středa,243.0,129.0,372.0,,,0,0,0,12.4,1.0,7.2,10.2,-2.2,4.3,0.0,0.0,0.0,0.0,2,10.4,26.3,328,46332.45,50683.01,0,0,0,0,0.9141613728150716
2016-04-21,čtvrtek,321.0,136.0,457.0,,,0,0,0,16.0,1.9,9.1,14.6,-1.3,6.8,0.0,0.0,0.0,0.0,0,9.1,18.7,84,46694.02,50891.63,0,0,0,0,0.9175186568007352
2016-04-22,pátek,122.0,118.0,240.0,,,0,0,0,14.5,2.6,10.1,13.2,-0.2,7.9,0.0,0.0,0.0,0.0,3,9.3,22.7,23,42335.33,51098.33,0,0,0,0,0.8285071155945801
2016-04-23,sobota,0.0,1233.0,1233.0,,,1,0,0,12.6,3.2,7.8,10.3,-0.3,4.8,3.9,3.9,0.0,8.0,53,17.3,35.3,14,18215.56,51302.95,1,0,0,0,0.3550587246932194
2016-04-24,neděle,0.0,929.0,929.0,,,1,0,0,7.6,-0.0,4.1,4.2,-3.9,0.1,1.8,1.8,0.0,9.0,51,15.2,40.0,289,45304.3,51505.51,1,0,0,0,0.8796010368599398
2016-04-25,pondělí,156.0,127.0,283.0,,,0,0,0,8.0,0.9,4.0,4.5,-2.9,-0.1,0.4,0.4,0.0,2.0,51,18.9,41.0,261,46321.96,51707.53,0,0,0,0,0.8958455373907823
2016-04-26,úterý,449.0,229.0,678.0,,,0,0,0,8.8,3.1,5.3,5.7,-2.1,0.6,4.3,4.2,0.07,13.0,71,24.5,51.5,223,40517.75,51909.18,1,0,0,0,0.7805507619268884
2016-04-27,středa,412.0,166.0,578.0,,,0,0,0,8.7,2.2,4.6,3.8,-2.4,-0.2,0.6,0.6,0.0,3.0,51,22.9,52.6,242,38599.6,52110.3,0,0,0,0,0.7407288002563792
2016-04-28,čtvrtek,507.0,156.0,663.0,,,0,0,0,9.5,1.5,5.3,6.9,-1.7,1.8,1.1,1.1,0.0,6.0,51,17.4,42.8,232,46061.64,52310.76,1,0,0,0,0.8805385354753018
2016-04-29,pátek,251.0,100.0,351.0,,,0,0,0,12.6,-0.6,6.5,10.0,-3.8,3.6,0.0,0.0,0.0,0.0,3,9.8,24.1,164,43964.87,52510.39,0,0,0,0,0.8372603974184919
2016-04-30,sobota,0.0,1108.0,1108.0,,,1,0,0,17.0,0.5,10.0,15.0,-2.9,7.1,0.0,0.0,0.0,0.0,3,12.7,27.4,83,48716.49,52709.02,0,0,0,0,0.9242533820587064
2016-05-01,neděle,0.0,461.0,461.0,,,1,1,Svátek práce,15.1,7.3,11.4,11.0,3.3,7.6,0.0,0.0,0.0,0.0,3,23.5,50.0,63,25257.92,52906.49,0,0,0,0,0.477406836098936
