iter	Passed	Remaining
1664	21965	4419
1665	21982	4407
1666	21995	4393
1667	22008	4380
1668	22019	4367
1669	22034	4354
1670	22046	4340
1671	22060	4327
1672	22072	4314
1673	22085	4300
1674	22096	4287
1675	22108	4274
1676	22120	4260
1677	22134	4247
1678	22145	4233
1679	22158	4220
1680	22172	4207
1681	22185	4194
1682	22200	4181
1683	22214	4168
1684	22226	4155
1685	22239	4141
1686	22251	4128
1687	22264	4115
1688	22278	4102
1689	22292	4089
1690	22305	4075
1691	22318	4062
1692	22331	4049
1693	22345	4036
1694	22360	4023
1695	22374	4010
1696	22387	3997
1697	22399	3983
1698	22411	3970
1699	22425	3957
1700	22437	3944
1701	22450	3930
1702	22466	3918
1703	22478	3904
1704	22490	3891
1705	22502	3877
1706	22513	3864
1707	22525	3851
1708	22537	3837
1709	22549	3824
1710	22560	3810
1711	22571	3797
1712	22583	3783
1713	22595	3770
1714	22606	3756
1715	22617	3743
1716	22628	3729
1717	22640	3716
1718	22651	3702
1719	22663	3689
1720	22674	3675
1721	22685	3662
1722	22697	3648
1723	22709	3635
1724	22722	3622
1725	22733	3608
1726	22744	3595
1727	22756	3582
1728	22767	3568
1729	22779	3555
1730	22791	3541
1731	22802	3528
1732	22814	3515
1733	22827	3501
1734	22838	3488
1735	22850	3474
1736	22861	3461
1737	22872	3448
1738	22883	3434
1739	22896	3421
1740	22908	3408
1741	22920	3394
1742	22932	3381
1743	22943	3367
1744	22955	3354
1745	22967	3341
1746	22978	3327
1747	22990	3314
1748	23002	3301
1749	23014	3287
1750	23026	3274
1751	23038	3261
1752	23050	3247
1753	23062	3234
1754	23074	3221
1755	23086	3207
1756	23097	3194
1757	23109	3181
1758	23121	3167
1759	23134	3154
1760	23147	3141
1761	23161	3128
1762	23174	3115
1763	23186	3102
1764	23198	3088
1765	23212	3075
1766	23225	3062
1767	23237	3049
1768	23251	3036
1769	23264	3023
1770	23276	3009
1771	23290	2996
1772	23304	2983
1773	23316	2970
1774	23329	2957
1775	23342	2944
1776	23355	2930
1777	23366	2917
1778	23379	2904
1779	23391	2891
1780	23403	2877
1781	23415	2864
1782	23427	2851
1783	23438	2837
1784	23450	2824
1785	23461	2811
1786	23473	2797
1787	23484	2784
1788	23496	2771
1789	23509	2758
1790	23522	2744
1791	23535	2731
1792	23547	2718
1793	23560	2705
1794	23573	2692
1795	23586	2679
1796	23597	2665
1797	23612	2652
1798	23625	2639
1799	23637	2626
1800	23650	2613
1801	23663	2600
1802	23676	2586
1803	23692	2574
1804	23704	2560
1805	23717	2547
1806	23730	2534
1807	23742	2521
1808	23754	2508
1809	23767	2494
1810	23780	2481
1811	23792	2468
1812	23805	2455
1813	23819	2442
1814	23833	2429
1815	23845	2416
1816	23858	2402
1817	23871	2389
1818	23884	2376
1819	23895	2363
1820	23907	2350
1821	23920	2336
1822	23933	2323
1823	23950	2311
1824	23962	2297
1825	23977	2284
1826	23992	2271
1827	24007	2258
1828	24023	2246
1829	24038	2233
1830	24052	2220
1831	24066	2207
1832	24081	2193
1833	24096	2181
1834	24112	2168
1835	24129	2155
1836	24145	2142
1837	24165	2129
1838	24181	2117
1839	24199	2104
1840	24216	2091
1841	24234	2078
1842	24248	2065
1843	24262	2052
1844	24277	2039
1845	24292	2026
1846	24304	2013
1847	24325	2000
1848	24337	1987
1849	24348	1974
1850	24360	1960
1851	24374	1947
1852	24386	1934
1853	24398	1921
1854	24411	1908
1855	24424	1894
1856	24436	1881
1857	24448	1868
1858	24461	1855
1859	24474	1842
1860	24486	1828
1861	24498	1815
1862	24510	1802
1863	24523	1789
1864	24534	1775
1865	24546	1762
1866	24559	1749
1867	24572	1736
1868	24586	1723
1869	24598	1710
1870	24612	1696
1871	24624	1683
1872	24637	1670
1873	24648	1657
1874	24661	1644
1875	24674	1630
1876	24686	1617
1877	24697	1604
1878	24708	1591
1879	24720	1577
1880	24731	1564
1881	24742	1551
1882	24755	1538
1883	24768	1525
1884	24782	1511
1885	24795	1498
1886	24808	1485
1887	24827	1472
1888	24841	1459
1889	24855	1446
1890	24871	1433
1891	24888	1420
1892	24906	1407
1893	24923	1394
1894	24938	1381
1895	24954	1368
1896	24969	1355
1897	24987	1342
1898	25000	1329
1899	25013	1316
1900	25028	1303
1901	25043	1290
1902	25057	1277
1903	25070	1264
1904	25084	1250
1905	25099	1237
1906	25114	1224
