iter	MAE
126	225.2692088
127	224.6436853
128	224.1887913
129	223.8526828
130	223.5872878
131	223.2932922
132	222.6948405
133	222.1541468
134	221.7321523
135	221.1605688
136	220.5449707
137	220.10216
138	219.6587738
139	219.3578342
140	218.999019
141	218.6092936
142	218.1505777
143	217.5087747
144	217.0225717
145	216.7240739
146	216.227628
147	215.805354
148	215.1706358
149	214.9355653
150	214.6291928
151	214.415574
152	213.7909392
153	213.2994858
154	212.7836106
155	212.4249453
156	211.9659768
157	211.7385749
158	211.234293
159	210.8486967
160	210.5006982
161	209.932489
162	209.6191755
163	209.5221383
164	209.2146042
165	208.8890885
166	208.5797099
167	208.3787323
168	207.9510106
169	207.6184351
170	207.321826
171	207.132951
172	206.8949776
173	206.4639921
174	206.2549651
175	205.9461384
176	205.6569813
177	205.3825322
178	205.1108991
179	204.9431007
180	204.7485161
181	204.4395188
182	204.2581141
183	203.7965702
184	203.542469
185	203.1741973
186	202.7695452
187	202.5004624
188	202.2447877
189	202.0801566
190	201.804048
191	201.6679872
192	201.3694149
193	201.1379351
194	200.9218149
195	200.6032763
196	200.4451202
197	200.3244739
198	199.9802289
199	199.6083695
200	199.3441045
201	199.166994
202	199.0558137
203	198.8927342
204	198.655745
205	198.4895142
206	198.2684389
207	197.9661412
208	197.694771
209	197.5059312
210	197.2166093
211	196.9058985
212	196.5731992
213	196.2946208
214	195.9448378
215	195.7800735
216	195.5049774
217	194.3418181
218	193.8793991
219	193.5776973
220	193.3143326
221	193.1410655
222	192.7648132
223	192.2018955
224	191.6867949
225	191.3933836
226	191.1858183
227	190.7725738
228	190.5419571
229	190.3912842
230	190.1179495
231	189.8140284
232	189.6295718
233	189.4188189
234	189.130013
235	188.857476
236	188.6083612
237	188.3694258
238	188.2235022
239	188.0611554
240	187.7500474
241	187.3229894
242	187.1661585
243	187.058589
244	186.7590986
245	186.6277317
246	186.4410811
247	186.3023001
248	186.0392706
249	185.770608
250	185.5168084
251	184.9028124
252	184.7150993
253	184.4972726
254	184.0383592
255	183.6401995
256	183.4256651
257	183.0580285
258	182.8108326
259	182.5991897
260	182.4085452
261	182.2016444
262	182.047364
263	181.8733287
264	181.4593589
265	181.1673585
266	180.9768092
267	180.5839824
268	180.1188407
269	179.9084405
270	179.8081196
271	179.4647276
272	179.2108604
273	179.0286826
274	178.7400432
275	178.4085786
276	178.1560559
277	177.8694343
278	177.5855974
279	177.3482782
280	177.1467573
281	177.0232861
282	176.7204582
283	176.6349232
284	176.4089852
285	176.2826794
286	176.000021
287	175.8934542
288	175.7421841
289	175.6473026
290	175.5079627
291	175.4175703
292	175.2681121
293	175.1870322
294	175.0321973
295	174.2243388
296	174.1186515
297	173.7950208
298	173.616686
299	173.3170388
300	173.2657138
301	173.0361611
302	172.8454552
303	172.7058215
304	172.5765055
305	172.4470429
306	172.173937
307	171.8606308
308	171.71001
309	171.5209107
310	171.3065984
311	171.1504884
312	171.0585003
313	170.8452993
314	170.7548849
315	170.5273679
316	170.2634933
317	169.9381029
318	169.6931544
319	169.0452184
320	168.8469324
321	168.6253585
322	168.4595955
323	168.3350662
324	168.2168858
325	168.1167298
326	167.755827
327	167.6247846
328	167.4914426
329	167.330632
330	167.166285
331	167.0420943
332	166.7764408
333	166.5128058
334	166.0982813
335	165.9847609
336	165.848181
337	165.6802946
338	165.530615
339	165.4196784
340	165.2579085
341	165.0341768
342	164.9266313
343	164.7247006
344	164.4081843
345	164.1675525
346	163.9999343
347	163.8529755
348	163.7532913
349	163.6093364
350	163.4738483
351	163.2851901
352	163.1161312
353	162.949901
354	162.4943408
355	162.3575224
356	162.171595
357	162.0248775
358	161.8326381
359	161.4435252
360	161.3920621
361	161.2531974
362	161.1302708
363	160.9929429
364	160.8798018
365	160.652616
366	160.5425401
367	160.4104248
368	160.3148243
369	159.9495006
370	159.8122667
371	159.6104865
372	159.3975083
373	159.1352845
374	158.9878364
375	158.8648782
376	158.6366959
377	158.4165074
378	158.2304862
379	157.9844784
380	157.7818686
381	157.2637812
382	157.0211285
383	156.8886378
384	156.7684952
385	156.5132594
386	156.3147949
387	156.1486878
388	155.9058787
389	155.6899039
390	155.4630415
391	154.6904974
392	154.5384883
393	154.3465498
394	154.1944458
395	154.012242
396	153.6346021
397	153.4669294
398	153.2815017
399	153.1140231
400	152.7988257
401	152.6419224
402	152.41993
403	152.2498484
404	152.1405146
405	151.951588
406	151.7847021
407	151.502303
408	151.3626994
409	151.2796872
410	151.0776807
411	150.9483205
412	150.8030157
413	150.6014233
414	150.5074018
415	150.3390924
416	150.2620402
417	150.1315048
418	149.9066387
419	149.7115973
420	149.6217583
421	149.0766116
422	148.8584773
423	148.7123193
424	148.5725228
425	148.2977114
426	148.1638529
427	148.0195434
428	147.4949975
429	146.9621012
430	146.1105577
431	145.5509526
432	145.4190082
433	145.3244715
434	145.1371553
435	144.5256304
436	144.3432203
437	144.1210924
438	143.8362423
439	143.6687667
440	143.4702758
441	143.3270243
442	143.1362532
443	143.0389226
444	142.8963537
445	142.5597612
446	142.4442903
447	142.3492122
448	142.1123638
449	141.9610013
450	141.8338838
451	141.7883576
452	141.6242212
453	141.4418111
454	141.3179639
455	141.1568322
456	140.992586
457	140.7889406
458	140.2177005
459	140.1436633
460	139.6025003
461	139.4356086
462	139.3092019
463	139.0336133
464	138.2843244
465	138.092748
466	137.7601649
467	137.6286561
468	137.4360594
469	137.3215433
470	137.2082077
471	136.8703852
472	136.5649253
473	136.4552903
474	136.3512277
475	135.9853537
476	135.7636293
477	135.6605384
478	135.5268007
479	135.4314906
480	135.2600982
481	135.1763533
482	135.0501867
483	134.9793389
484	134.8205696
485	134.5348294
486	134.3734894
487	134.1863222
488	133.9857392
489	133.7633456
490	133.6513811
491	133.5586719
492	133.4469058
493	133.3157872
494	133.1246558
495	133.0788654
496	132.9059655
497	132.7839315
498	132.625543
499	132.5234926
500	132.4146152
501	132.2675582
502	132.1272328
503	132.0201573
504	131.8869981
505	131.7446217
506	131.6956447
507	131.5420778
508	131.4351233
509	131.2913395
510	131.1320514
511	131.0305214
512	130.790064
513	130.5771205
514	130.4496817
515	130.3077148
516	130.2353247
517	130.1907351
518	130.0395274
519	129.9722782
520	129.9371499
521	129.8556908
522	129.7064507
523	129.5336514
524	129.3855574
525	129.3098188
526	129.2130728
527	128.6909738
528	128.6303657
529	128.5159741
530	128.3941188
531	128.1974571
532	128.0518523
533	127.9627333
534	127.8176692
535	127.5504375
536	127.4669963
537	127.3412932
538	127.2585109
539	127.1599374
540	127.0959075
541	126.9066905
542	126.7552661
543	126.600921
544	126.4355665
545	126.2034114
546	126.0408483
547	125.9719972
548	125.841463
549	125.6838653
550	125.5818202
551	125.4345892
552	125.2674504
553	125.186764
554	125.1078945
555	125.0069377
556	124.898048
557	124.7689351
558	124.4965672
559	124.4079028
560	124.2939954
561	124.1659731
562	124.0183598
563	123.9132516
564	123.8311653
565	123.6278524
566	123.5015062
567	123.4120137
568	123.1770992
569	123.0891533
570	122.9936371
571	122.8166715
572	122.6497629
573	122.5867217
574	122.4945093
575	122.3430783
576	122.2003543
577	122.0424402
578	121.9966789
579	121.826591
580	121.7356488
581	121.5731057
582	121.3737826
583	121.1240295
584	120.9942718
585	120.9022785
586	120.8235178
587	120.5282183
588	120.4721742
589	120.3485353
590	120.2657103
591	120.1605394
592	120.0885967
593	119.9411708
594	119.774414
595	119.6781544
596	119.54168
597	119.4537585
598	119.3815626
599	119.2864787
600	119.1616311
601	119.0524445
602	118.9975417
603	118.9169949
604	118.87507
605	118.8478739
606	118.8090061
607	118.7433098
608	118.6904748
609	118.6415889
610	118.560521
611	118.444275
612	118.4224174
613	118.3773049
614	118.3299537
615	118.2655874
616	118.1778389
617	118.0514888
618	118.0019719
619	117.9283227
620	117.8599991
621	117.7227277
622	117.6750931
623	117.6263916
624	117.5667815
625	117.5473444
626	117.4276608
627	117.0508076
628	116.8088785
629	116.7295616
630	116.4829964
631	116.3653413
632	116.3165808
633	116.1827673
634	116.1322971
635	115.9390713
636	115.8098189
637	115.698844
638	115.6159061
639	115.5299883
640	115.4298963
641	115.3337137
642	115.2462389
643	115.1855905
644	115.0469191
645	114.9365653
646	114.8167592
647	114.68059
648	114.510073
649	114.401774
650	114.3464251
651	114.1903231
652	114.1205107
653	114.0671848
654	113.9919095
655	113.8846331
656	113.812378
657	113.664232
658	113.5567398
659	113.4174235
660	113.3570936
661	113.2864237
662	113.2091271
663	113.1418377
664	113.0913714
665	113.0203763
666	112.8973044
667	112.7325563
668	112.6239065
669	112.522625
670	112.5002564
671	112.4101345
672	112.3019526
673	112.2244737
674	112.0891707
675	112.0419674
676	111.992687
677	111.9692054
678	111.9074525
679	111.8685574
680	111.7797958
681	111.7010247
682	111.1687451
683	110.7079242
684	110.5790354
685	110.4963437
686	110.0197156
687	109.9722313
688	109.898026
689	109.8301275
690	109.7199326
691	109.5589848
692	109.1549181
693	109.1099575
694	109.002699
695	108.9174297
696	108.8134887
697	108.7270109
698	108.6255846
699	108.503302
700	108.4320434
701	108.3492912
702	108.2320027
703	108.1574621
704	108.114708
705	107.6980119
706	107.5239441
707	107.4887669
708	107.4213042
709	107.3209259
710	107.1468225
711	107.0172267
712	106.8001696
713	106.6782774
714	106.6300081
715	106.4942609
716	106.4123507
717	106.3320929
718	106.1916254
719	106.1439914
720	106.0818095
721	105.8828298
722	105.8175864
723	105.7758874
724	105.7053337
725	105.5755109
726	105.4810357
727	105.4532252
728	105.3899448
729	105.2645212
730	105.230853
731	105.126551
732	105.0505685
733	104.9210687
734	104.7850018
735	104.6860865
736	104.6352743
737	104.5044957
738	104.3866737
739	104.3052342
740	104.2597976
741	104.1943025
742	104.1350725
743	104.0840409
744	104.0182976
745	103.9922812
746	103.9115515
747	103.8296803
748	103.74392
749	103.6830906
750	103.6449111
751	103.5979647
752	103.5344813
753	103.4674693
754	103.3639341
755	103.302414
756	103.2102576
757	103.1448141
758	103.0156966
759	102.9280862
760	102.8539422
761	102.7619608
762	102.6381513
763	102.2730126
764	102.2318805
765	102.1527929
766	102.0831378
767	102.0210051
768	101.991149
769	101.9487325
770	101.910812
771	101.8601845
772	101.7709579
773	101.6449873
774	101.5288695
775	101.468801
776	101.1576435
777	100.8357429
778	100.6188662
779	100.4098301
780	100.3883072
781	100.3325975
782	100.2553832
783	100.1592807
784	100.1310135
785	100.0956699
786	100.0520373
787	100.0040827
788	99.94132976
789	99.48160388
790	99.40681085
791	99.34225889
792	98.96681102
793	98.88586807
794	98.49029421
795	98.46487583
796	98.13429853
797	98.0809535
798	97.81435091
799	97.76486905
800	97.71407243
801	97.60825454
802	97.34163816
803	97.03210066
804	96.99944195
805	96.91062901
806	96.88069666
807	96.53255775
808	96.38908417
809	96.30532492
810	96.28440598
811	96.22228965
812	96.18035115
813	96.05799319
814	95.99015834
815	95.87176857
816	95.85049428
817	95.81046727
818	95.78441059
819	95.72532516
820	95.68964302
821	95.59473577
822	95.4987614
823	95.40110459
824	95.35357941
825	95.30677901
826	95.26146778
827	95.18896287
828	95.12768136
829	95.10404286
830	95.05489677
831	94.9675567
832	94.91483184
833	94.86261297
834	94.82012389
835	94.7686166
836	94.71215404
837	94.64041849
838	94.60797594
839	94.54941266
840	94.5306709
841	94.50328999
842	94.46758564
843	94.45550103
844	94.36987673
845	94.26041409
846	94.16011642
847	94.10558518
848	94.06584141
849	93.87988731
850	93.83839356
851	93.80670214
852	93.74250333
853	93.6774231
854	93.6068745
855	93.5934435
856	93.53669508
857	93.51534089
858	93.44254209
859	93.41876049
860	93.34788855
861	93.3021137
862	93.28166252
863	93.22864062
864	93.19908599
865	93.08584312
866	92.82834137
867	92.76487462
868	92.45736091
869	92.36283282
870	92.32057825
871	92.27902191
872	92.25378137
873	92.18722061
874	92.13071943
875	92.0383185
876	91.96017889
877	91.94379123
878	91.88024872
879	91.81907213
880	91.76259133
881	91.69046135
882	91.62208915
883	91.55190508
884	91.5250674
885	91.47099205
886	91.42033268
887	91.34348615
888	91.29649205
889	91.26927721
890	91.20078855
891	91.14673338
892	91.09676242
893	91.07869188
894	91.04074042
895	91.01216863
896	90.96945127
897	90.90345998
898	90.81751843
899	90.78215673
900	90.75765855
901	90.725438
902	90.67258688
903	90.63976447
904	90.59707683
905	90.54067612
906	90.51628545
907	90.49273693
908	90.24229078
909	90.19133952
910	90.13415797
911	89.83246835
912	89.53821827
913	89.48661962
914	89.44052169
915	89.41837547
916	89.32152705
917	89.25563268
918	89.19039933
919	89.12111765
920	89.04530441
921	88.9862358
922	88.93513897
923	88.87785353
924	88.60850886
925	88.55704378
926	88.30774555
927	88.09409295
928	88.03754705
929	87.99588431
930	87.96751916
931	87.91038054
932	87.85404941
933	87.81691535
934	87.73935923
935	87.67422545
936	87.6258795
937	87.57280658
938	87.55510286
939	87.5202562
940	87.48173256
941	87.4073017
942	87.34184376
943	87.27095101
944	87.23496069
945	87.14852171
946	87.04635587
947	87.01374131
948	86.99186091
949	86.90710424
950	86.85200702
951	86.83304616
952	86.75387765
953	86.73004937
954	86.69607121
955	86.65096998
956	86.62893572
957	86.58735746
958	86.54282767
959	86.49933717
960	86.43485769
961	86.3975097
962	86.18688498
963	86.15332938
964	86.00157042
965	85.9750891
966	85.8402063
967	85.78328218
968	85.66130565
969	85.4882334
970	85.40964894
971	85.23246632
972	85.08263063
973	84.92579748
974	84.89802154
975	84.83754528
976	84.71665048
977	84.65602818
978	84.56413952
979	84.3735819
980	84.28540975
981	84.24940632
982	84.09174326
983	83.86981421
984	83.82956597
985	83.78182957
986	83.7320557
987	83.69531952
988	83.53663506
989	83.36273659
990	83.26190611
991	83.2288305
992	83.17438255
993	83.14587
994	83.121895
995	83.03587741
996	82.95949608
997	82.84397518
998	82.72100958
999	82.57766877
1000	82.54982742
1001	82.52000905
1002	82.40039722
1003	82.3610323
1004	82.23226342
1005	82.1276466
1006	82.07874145
1007	82.06098074
1008	82.01318007
1009	81.99250293
1010	81.91473617
1011	81.8908053
1012	81.8168485
1013	81.78981728
1014	81.75444027
1015	81.72610344
1016	81.65193159
1017	81.61962765
1018	81.59138002
1019	81.56907416
1020	81.54016838
1021	81.48418954
1022	81.41272909
1023	81.38523643
1024	81.33868902
1025	81.29435125
1026	81.21984162
1027	81.18732787
1028	81.11729621
1029	81.08278628
1030	80.94628241
1031	80.90945144
1032	80.87021123
1033	80.82049377
1034	80.75897613
1035	80.74322137
1036	80.62142126
1037	80.59043018
1038	80.57239705
1039	80.53051009
1040	80.48643767
1041	80.46832174
1042	80.42163432
1043	80.38379202
1044	80.34640129
1045	80.28007314
1046	80.26444175
1047	80.19291341
1048	80.10499971
1049	80.05589542
1050	80.02586752
1051	80.00297182
1052	79.99167686
1053	79.94220504
1054	79.85729092
1055	79.82341067
1056	79.76423551
1057	79.71686908
1058	79.69358672
1059	79.61103262
1060	79.56940574
1061	79.54104403
1062	79.50583791
1063	79.4817587
1064	79.44764172
1065	79.37700554
1066	79.31875358
1067	79.29675199
1068	79.27255258
1069	79.21192041
1070	79.13864684
1071	79.08548477
1072	78.97757652
1073	78.93418924
1074	78.89104029
1075	78.8379636
1076	78.78710273
1077	78.7576299
1078	78.70885993
1079	78.68736979
1080	78.64135769
1081	78.59321193
1082	78.54740424
1083	78.484222
1084	78.43922819
1085	78.42324906
1086	78.39138522
1087	78.34894823
1088	78.29620783
1089	78.2455757
1090	78.21280866
1091	78.16712537
1092	78.14470826
1093	78.07391676
1094	78.03378318
1095	77.96141656
1096	77.87748375
1097	77.84082313
1098	77.82740407
1099	77.79260761
1100	77.77773423
1101	77.73152549
1102	77.70266335
1103	77.64801581
1104	77.59857344
